FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
12101,Pasco County,FL,62.1,441832.0
21205,Rowan County,KY,54.0,19690.0
39049,Franklin County,OH,69.1,1011349.0
40033,Cotton County,OK,53.8,4411.0
12107,Putnam County,FL,44.2,58753.0
01117,Shelby County,AL,39.1,167202.0
51093,Isle of Wight County,VA,54.0,29386.0
19037,Chickasaw County,IA,62.7,9143.0
13291,Union County,GA,16.4,20737.0
37145,Person County,NC,60.5,31361.0
22105,Tangipahoa Parish,LA,52.1,101940.0
21225,Union County,KY,43.5,11777.0
17185,Wabash County,IL,54.2,8970.0
38019,Cavalier County,ND,67.8,2910.0
29137,Monroe County,MO,50.1,6780.0
13295,Walker County,GA,28.8,54746.0
13193,Macon County,GA,22.4,10551.0
06045,Mendocino County,CA,71.6,68430.0
56037,Sweetwater County,WY,50.8,31375.0
51685,Manassas Park city,VA,49.2,13538.0
51163,Rockbridge County,VA,51.4,18703.0
36033,Franklin County,NY,67.0,40427.0
20203,Wichita County,KS,59.2,1562.0
20139,Osage County,KS,56.6,12260.0
31171,Thomas County,NE,28.4,559.0
20187,Stanton County,KS,58.4,1446.0
49021,Iron County,UT,50.9,39249.0
26013,Baraga County,MI,63.9,6811.0
32005,Douglas County,NV,54.3,41087.0
20001,Allen County,KS,49.4,9628.0
51033,Caroline County,VA,46.7,23718.0
09011,New London County,CT,82.7,214254.0
02050,Bethel Census Area,AK,78.4,11848.0
06041,Marin County,CA,88.7,207495.0
41051,Multnomah County,OR,81.9,663187.0
39019,Carroll County,OH,48.4,21293.0
28163,Yazoo County,MS,52.2,23542.0
21045,Casey County,KY,39.7,12457.0
05145,White County,AR,49.3,60632.0
26113,Missaukee County,MI,55.2,11658.0
39097,Madison County,OH,54.4,35669.0
48341,Moore County,TX,55.3,14290.0
12039,Gadsden County,FL,63.5,35804.0
13069,Coffee County,GA,34.8,32708.0
36019,Clinton County,NY,75.2,66064.0
24013,Carroll County,MD,78.0,132087.0
18153,Sullivan County,IN,54.6,16744.0
51007,Amelia County,VA,41.2,10405.0
26131,Ontonagon County,MI,73.1,5005.0
51830,Williamsburg city,VA,42.8,13321.0
29129,Mercer County,MO,41.3,2753.0
12115,Sarasota County,FL,72.2,372818.0
40007,Beaver County,OK,36.5,3920.0
39163,Vinton County,OH,43.6,10245.0
30059,Meagher County,MT,55.4,1513.0
26031,Cheboygan County,MI,60.1,21172.0
48493,Wilson County,TX,57.7,38908.0
50013,Grand Isle County,VT,82.8,5933.0
20031,Coffey County,KS,58.7,6392.0
28129,Smith County,MS,37.2,12265.0
21233,Webster County,KY,52.6,9921.0
28047,Harrison County,MS,59.4,158574.0
20025,Clark County,KS,54.4,1501.0
54035,Jackson County,WV,21.1,22529.0
48079,Cochran County,TX,46.7,2088.0
05097,Montgomery County,AR,40.3,7323.0
26009,Antrim County,MI,63.1,19206.0
47133,Overton County,TN,39.9,17511.0
20003,Anderson County,KS,50.0,5838.0
20103,Leavenworth County,KS,66.6,62600.0
48461,Upton County,TX,47.7,2610.0
48273,Kleberg County,TX,67.8,23341.0
29161,Phelps County,MO,47.3,35235.0
51141,Patrick County,VA,43.2,14558.0
24510,Baltimore city,MD,67.7,473790.0
40145,Wagoner County,OK,52.1,61809.0
21239,Woodford County,KY,70.3,20902.0
13017,Ben Hill County,GA,16.4,12605.0
13003,Atkinson County,GA,22.5,6025.0
37179,Union County,NC,59.1,176616.0
55033,Dunn County,WI,51.6,36503.0
18027,Daviess County,IN,41.4,23504.0
35011,De Baca County,NM,58.1,1357.0
22071,Orleans Parish,LA,73.2,312864.0
48051,Burleson County,TX,54.5,14427.0
19047,Crawford County,IA,61.8,12600.0
21197,Powell County,KY,58.4,9410.0
46129,Walworth County,SD,53.5,4169.0
17027,Clinton County,IL,61.8,29653.0
46059,Hand County,SD,52.6,2501.0
18065,Henry County,IN,57.8,38234.0
48233,Hutchinson County,TX,40.5,15631.0
37027,Caldwell County,NC,50.8,65842.0
39079,Jackson County,OH,52.2,24669.0
17067,Hancock County,IL,53.4,14009.0
37049,Craven County,NC,65.0,80387.0
28003,Alcorn County,MS,43.1,28644.0
26139,Ottawa County,MI,64.1,222551.0
22093,St. James Parish,LA,55.8,16267.0
13027,Brooks County,GA,38.1,12122.0
28125,Sharkey County,MS,61.6,3254.0
17071,Henderson County,IL,44.7,5433.0
72023,Cabo Rojo Municipio,PR,74.0,38994.0
27143,Sibley County,MN,51.1,11450.0
19153,Polk County,IA,73.2,369162.0
29185,St. Clair County,MO,38.1,7540.0
46089,McPherson County,SD,15.9,1790.0
05039,Dallas County,AR,60.6,5538.0
31035,Clay County,NE,48.8,4661.0
72077,Juncos Municipio,PR,73.4,31313.0
31125,Nance County,NE,33.6,2743.0
06025,Imperial County,CA,85.8,129615.0
47139,Polk County,TN,46.2,13617.0
17085,Jo Daviess County,IL,74.7,17257.0
21115,Johnson County,KY,55.8,17269.0
28085,Lincoln County,MS,42.8,26191.0
29031,Cape Girardeau County,MO,53.7,62050.0
47063,Hamblen County,TN,47.5,50013.0
31005,Arthur County,NE,22.5,346.0
47051,Franklin County,TN,43.9,33862.0
13229,Pierce County,GA,31.8,14696.0
16073,Owyhee County,ID,38.2,8816.0
21055,Crittenden County,KY,46.0,6865.0
04009,Graham County,AZ,69.9,28485.0
28111,Perry County,MS,41.1,9320.0
26137,Otsego County,MI,61.9,19545.0
33007,Coos County,NH,65.1,26491.0
48071,Chambers County,TX,52.9,31657.0
08121,Washington County,CO,34.5,3811.0
55031,Douglas County,WI,45.8,34706.0
48169,Garza County,TX,55.9,5187.0
21107,Hopkins County,KY,57.0,34558.0
21097,Harrison County,KY,52.6,14608.0
01123,Tallapoosa County,AL,42.3,32134.0
53045,Mason County,WA,63.7,53764.0
01089,Madison County,AL,64.3,292195.0
01087,Macon County,AL,47.9,14972.0
18183,Whitley County,IN,54.9,26175.0
36081,Queens County,NY,86.3,1802399.0
29167,Polk County,MO,44.0,24857.0
16055,Kootenai County,ID,50.3,128218.0
37157,Rockingham County,NC,53.5,72695.0
05023,Cleburne County,AR,47.5,20222.0
55041,Forest County,WI,65.4,7230.0
18135,Randolph County,IN,51.5,19105.0
26097,Mackinac County,MI,81.0,9099.0
29223,Wayne County,MO,40.4,10261.0
48505,Zapata County,TX,73.6,9491.0
12031,Duval County,FL,66.3,742007.0
22037,East Feliciana Parish,LA,42.7,15710.0
31075,Grant County,NE,22.2,469.0
13269,Taylor County,GA,34.4,6422.0
53025,Grant County,WA,65.8,69076.0
53055,San Juan County,WA,80.4,15353.0
26003,Alger County,MI,66.8,7746.0
42089,Monroe County,PA,64.9,137154.0
42025,Carbon County,PA,68.4,51877.0
17011,Bureau County,IL,61.8,25754.0
51125,Nelson County,VA,62.3,12267.0
48359,Oldham County,TX,38.9,1618.0
30075,Powder River County,MT,23.4,1399.0
20071,Greeley County,KS,62.2,899.0
49043,Summit County,UT,91.6,32042.0
22013,Bienville Parish,LA,53.1,10299.0
51139,Page County,VA,43.0,19177.0
30065,Musselshell County,MT,37.5,3778.0
13315,Wilcox County,GA,16.3,6998.0
51147,Prince Edward County,VA,35.0,19154.0
06055,Napa County,CA,78.4,109947.0
19127,Marshall County,IA,72.6,29419.0
13031,Bulloch County,GA,31.0,63851.0
29117,Livingston County,MO,49.1,12025.0
50027,Windsor County,VT,51.9,45228.0
26121,Muskegon County,MI,61.3,133824.0
54097,Upshur County,WV,9.4,19274.0
48081,Coke County,TX,42.2,2678.0
22113,Vermilion Parish,LA,43.6,44521.0
17101,Lawrence County,IL,46.5,12711.0
30091,Sheridan County,MT,54.9,2619.0
38091,Steele County,ND,51.3,1475.0
18151,Steuben County,IN,53.3,27623.0
19003,Adams County,IA,60.7,2848.0
29001,Adair County,MO,48.1,20809.0
22097,St. Landry Parish,LA,47.3,60364.0
72145,Vega Baja Municipio,PR,82.4,41052.0
19129,Mills County,IA,60.0,11613.0
48017,Bailey County,TX,48.0,4846.0
29023,Butler County,MO,38.7,32589.0
26133,Osceola County,MI,48.3,18240.0
29145,Newton County,MO,29.0,44498.0
47123,Monroe County,TN,48.2,36799.0
18131,Pulaski County,IN,51.0,9616.0
17041,Douglas County,IL,54.3,14660.0
51165,Rockingham County,VA,49.4,64120.0
31001,Adams County,NE,47.0,24020.0
72107,Orocovis Municipio,PR,81.2,16594.0
28109,Pearl River County,MS,51.1,42971.0
05115,Pope County,AR,54.1,49561.0
18177,Wayne County,IN,54.7,51411.0
46077,Kingsbury County,SD,73.4,3778.0
21157,Marshall County,KY,59.5,24726.0
20021,Cherokee County,KS,50.5,15393.0
08039,Elbert County,CO,39.9,21051.0
48331,Milam County,TX,50.7,18925.0
26017,Bay County,MI,62.4,82568.0
45001,Abbeville County,SC,43.6,19667.0
54011,Cabell County,WV,25.7,73869.0
51131,Northampton County,VA,76.8,9408.0
36111,Ulster County,NY,74.1,146629.0
42097,Northumberland County,PA,66.4,73081.0
37001,Alamance County,NC,62.2,132145.0
55099,Price County,WI,66.1,10955.0
45033,Dillon County,SC,51.6,22777.0
46127,Union County,SD,56.5,12054.0
13127,Glynn County,GA,54.9,67065.0
19065,Fayette County,IA,60.7,15515.0
39123,Ottawa County,OH,65.5,33194.0
01125,Tuscaloosa County,AL,46.6,165385.0
72027,Camuy Municipio,PR,79.5,25034.0
13137,Habersham County,GA,23.2,35229.0
46003,Aurora County,SD,59.9,2069.0
72003,Aguada Municipio,PR,73.7,30114.0
40097,Mayes County,OK,47.9,31548.0
31047,Dawson County,NE,52.6,17203.0
20157,Republic County,KS,58.8,3636.0
53015,Cowlitz County,WA,65.3,85425.0
12015,Charlotte County,FL,66.1,166579.0
34027,Morris County,NJ,82.6,389368.0
13301,Warren County,GA,20.3,4196.0
38037,Grant County,ND,24.3,1809.0
36067,Onondaga County,NY,78.6,363436.0
51115,Mathews County,VA,64.2,7455.0
13263,Talbot County,GA,33.2,5186.0
19035,Cherokee County,IA,60.7,8806.0
20197,Wabaunsee County,KS,52.6,5339.0
48039,Brazoria County,TX,63.9,276544.0
21043,Carter County,KY,51.8,20830.0
47077,Henderson County,TN,47.1,21774.0
09001,Fairfield County,CT,85.0,733666.0
40131,Rogers County,OK,51.1,71089.0
13007,Baker County,GA,40.0,2447.0
51031,Campbell County,VA,45.9,44243.0
32027,Pershing County,NV,37.8,5635.0
54079,Putnam County,WV,20.5,44070.0
32017,Lincoln County,NV,41.4,4161.0
28057,Itawamba County,MS,39.2,18362.0
48009,Archer County,TX,53.5,6710.0
05095,Monroe County,AR,58.6,5328.0
47067,Hancock County,TN,36.6,5237.0
38059,Morton County,ND,48.3,24114.0
39041,Delaware County,OH,80.7,155021.0
40025,Cimarron County,OK,38.0,1591.0
06093,Siskiyou County,CA,58.0,34803.0
06079,San Luis Obispo County,CA,61.0,233612.0
44001,Bristol County,RI,79.1,39441.0
28065,Jefferson Davis County,MS,46.8,8919.0
40151,Woods County,OK,45.3,6992.0
17077,Jackson County,IL,55.0,46322.0
31043,Dakota County,NE,75.0,14192.0
21201,Robertson County,KY,41.3,1676.0
28157,Wilkinson County,MS,68.2,6836.0
06077,San Joaquin County,CA,66.8,557577.0
19109,Kossuth County,IA,59.6,11554.0
31109,Lancaster County,NE,71.4,246901.0
40047,Garfield County,OK,56.8,45374.0
26101,Manistee County,MI,64.4,20341.0
54059,Mingo County,WV,30.3,18179.0
28009,Benton County,MS,55.6,6498.0
39153,Summit County,OH,67.0,428820.0
17123,Marshall County,IL,61.1,9119.0
17113,McLean County,IL,67.1,135072.0
05007,Benton County,AR,57.0,206487.0
22015,Bossier Parish,LA,54.6,95685.0
72117,Rincon Municipio,PR,75.6,11207.0
18139,Rush County,IN,53.9,12836.0
19135,Monroe County,IA,52.6,5936.0
27169,Winona County,MN,61.2,41513.0
48299,Llano County,TX,53.9,18499.0
51177,Spotsylvania County,VA,51.9,102782.0
48445,Terry County,TX,50.4,8979.0
55027,Dodge County,WI,55.3,70666.0
51025,Brunswick County,VA,53.7,13563.0
32007,Elko County,NV,46.7,38402.0
37181,Vance County,NC,60.9,34092.0
42103,Pike County,PA,59.1,46099.0
20027,Clay County,KS,63.8,6132.0
27079,Le Sueur County,MN,52.4,21982.0
05027,Columbia County,AR,50.7,18617.0
31029,Chase County,NE,37.5,2952.0
13141,Hancock County,GA,14.8,7175.0
39053,Gallia County,OH,50.4,23088.0
48203,Harrison County,TX,45.4,49967.0
47099,Lawrence County,TN,41.8,33151.0
17141,Ogle County,IL,62.1,39358.0
45013,Beaufort County,SC,69.8,157061.0
28015,Carroll County,MS,43.5,8090.0
29029,Camden County,MO,48.4,38231.0
20133,Neosho County,KS,29.4,12082.0
66010,Guam,GU,67.9,129299.0
21075,Fulton County,KY,64.3,4697.0
05113,Polk County,AR,38.6,15424.0
27151,Swift County,MN,62.7,7112.0
16065,Madison County,ID,59.3,29212.0
06057,Nevada County,CA,64.6,82837.0
35031,McKinley County,NM,85.6,51282.0
29149,Oregon County,MO,34.7,8170.0
46039,Deuel County,SD,51.1,3348.0
51053,Dinwiddie County,VA,53.0,22866.0
20007,Barber County,KS,54.8,3401.0
26165,Wexford County,MI,58.7,25887.0
28103,Noxubee County,MS,62.5,7862.0
20033,Comanche County,KS,53.9,1297.0
54001,Barbour County,WV,7.2,13194.0
55071,Manitowoc County,WI,65.4,62835.0
20167,Russell County,KS,48.4,5367.0
21009,Barren County,KY,50.3,33861.0
37057,Davidson County,NC,51.3,131285.0
31181,Webster County,NE,43.8,2727.0
13265,Taliaferro County,GA,24.3,1278.0
04013,Maricopa County,AZ,60.9,3432976.0
53071,Walla Walla County,WA,67.8,48202.0
31059,Fillmore County,NE,57.8,4375.0
72073,Jayuya Municipio,PR,80.2,11400.0
22085,Sabine Parish,LA,42.7,18376.0
41037,Lake County,OR,44.2,6366.0
38101,Ward County,ND,51.0,51571.0
02170,Matanuska-Susitna Borough,AK,42.5,79732.0
72109,Patillas Municipio,PR,78.9,13304.0
01119,Sumter County,AL,51.7,10067.0
46099,Minnehaha County,SD,71.8,144430.0
20171,Scott County,KS,54.0,3556.0
01113,Russell County,AL,42.6,43974.0
39143,Sandusky County,OH,58.7,45583.0
55129,Washburn County,WI,69.2,12758.0
47093,Knox County,TN,64.3,372028.0
31143,Polk County,NE,46.9,4042.0
31141,Platte County,NE,53.6,24653.0
51630,Fredericksburg city,VA,45.8,22883.0
13259,Stewart County,GA,20.4,5904.0
22099,St. Martin Parish,LA,45.2,40686.0
13267,Tattnall County,GA,16.7,20127.0
19141,O'Brien County,IA,59.3,10467.0
48475,Ward County,TX,46.1,8538.0
18169,Wabash County,IN,47.1,24603.0
39085,Lake County,OH,69.3,184715.0
01067,Henry County,AL,48.9,13697.0
01075,Lamar County,AL,48.3,10853.0
48217,Hill County,TX,46.8,28169.0
17119,Madison County,IL,65.7,205885.0
16005,Bannock County,ID,56.6,65104.0
51620,Franklin city,VA,47.6,5897.0
21105,Hickman County,KY,39.6,3577.0
55007,Bayfield County,WI,86.7,12431.0
42013,Blair County,PA,55.5,97209.0
13037,Calhoun County,GA,23.9,5141.0
42105,Potter County,PA,37.1,13183.0
22001,Acadia Parish,LA,61.6,46040.0
26057,Gratiot County,MI,49.9,32861.0
16085,Valley County,ID,65.2,9310.0
42029,Chester County,PA,72.5,407024.0
55139,Winnebago County,WI,64.8,136902.0
55009,Brown County,WI,70.3,202324.0
20149,Pottawatomie County,KS,46.1,17322.0
27065,Kanabec County,MN,44.2,12837.0
13053,Chattahoochee County,GA,99.9,8447.0
08107,Routt County,CO,77.5,21087.0
48023,Baylor County,TX,48.9,2707.0
29510,St. Louis city,MO,58.0,244269.0
19101,Jefferson County,IA,50.1,15472.0
48259,Kendall County,TX,68.0,36463.0
19091,Humboldt County,IA,57.1,7318.0
28063,Jefferson County,MS,73.0,5439.0
29123,Madison County,MO,43.8,9307.0
48365,Panola County,TX,41.9,17793.0
48479,Webb County,TX,95.6,186996.0
16041,Franklin County,ID,52.2,9507.0
22031,De Soto Parish,LA,47.9,20944.0
41069,Wheeler County,OR,58.4,1147.0
06083,Santa Barbara County,CA,73.5,347943.0
13239,Quitman County,GA,14.2,1869.0
01031,Coffee County,AL,43.7,39948.0
20041,Dickinson County,KS,59.6,14180.0
27081,Lincoln County,MN,55.0,4319.0
23015,Lincoln County,ME,82.8,28812.0
37083,Halifax County,NC,56.8,39391.0
35007,Colfax County,NM,66.0,9803.0
46119,Sully County,SD,48.0,1094.0
13223,Paulding County,GA,24.8,125010.0
27037,Dakota County,MN,72.9,324966.0
45029,Colleton County,SC,53.2,29218.0
23001,Androscoggin County,ME,73.6,84964.0
13191,McIntosh County,GA,40.8,12111.0
51049,Cumberland County,VA,40.8,8051.0
34011,Cumberland County,NJ,54.2,114047.0
32510,Carson City,NV,69.2,44568.0
40039,Custer County,OK,54.4,21817.0
29049,Clinton County,MO,52.3,15648.0
13247,Rockdale County,GA,21.7,68889.0
21093,Hardin County,KY,65.6,83820.0
25015,Hampshire County,MA,64.3,137637.0
48237,Jack County,TX,44.2,6995.0
29205,Shelby County,MO,55.5,4498.0
16025,Camas County,ID,48.4,862.0
38093,Stutsman County,ND,56.7,16558.0
29071,Franklin County,MO,61.2,80409.0
19059,Dickinson County,IA,63.5,13976.0
48149,Fayette County,TX,55.1,20271.0
01091,Marengo County,AL,60.3,14616.0
30057,Madison County,MT,47.2,7283.0
31145,Red Willow County,NE,41.4,8346.0
28051,Holmes County,MS,64.5,12752.0
26051,Gladwin County,MI,53.3,20722.0
20159,Rice County,KS,48.8,7384.0
48407,San Jacinto County,TX,37.8,22737.0
06007,Butte County,CA,56.1,174793.0
38105,Williams County,ND,35.7,26544.0
49041,Sevier County,UT,48.6,15365.0
28075,Lauderdale County,MS,56.5,56837.0
38013,Burke County,ND,45.6,1591.0
53011,Clark County,WA,69.8,373555.0
04023,Santa Cruz County,AZ,99.9,34123.0
13217,Newton County,GA,21.6,82882.0
24039,Somerset County,MD,52.5,21284.0
51107,Loudoun County,VA,76.8,298272.0
23031,York County,ME,82.7,169340.0
45019,Charleston County,SC,68.1,331391.0
40147,Washington County,OK,47.2,39275.0
37093,Hoke County,NC,37.3,40282.0
26129,Ogemaw County,MI,50.1,17100.0
08123,Weld County,CO,66.1,240449.0
40027,Cleveland County,OK,55.9,223796.0
18111,Newton County,IN,35.4,11065.0
45049,Hampton County,SC,68.9,15145.0
29045,Clark County,MO,34.5,5270.0
37141,Pender County,NC,55.6,49058.0
16001,Ada County,ID,68.1,369857.0
20205,Wilson County,KS,49.8,6480.0
13011,Banks County,GA,17.4,14968.0
20125,Montgomery County,KS,50.7,24261.0
42085,Mercer County,PA,61.0,88425.0
31069,Garden County,NE,50.4,1485.0
13077,Coweta County,GA,34.6,112755.0
33019,Sullivan County,NH,66.8,35124.0
39057,Greene County,OH,69.3,134183.0
42071,Lancaster County,PA,71.4,417849.0
37089,Henderson County,NC,60.5,95451.0
41001,Baker County,OR,80.8,12927.0
39105,Meigs County,OH,48.2,18084.0
37025,Cabarrus County,NC,60.1,161462.0
48449,Titus County,TX,44.2,23357.0
48105,Crockett County,TX,52.2,2604.0
47111,Macon County,TN,36.4,18577.0
54083,Randolph County,WV,33.7,23266.0
32023,Nye County,NV,48.2,38803.0
55029,Door County,WI,82.3,23171.0
