FIPS,Deaths
01001,3
01003,5
01005,3
01007,1
01009,4
01011,1
01013,2
01015,12
01017,0
01019,0
01021,4
01023,1
01025,1
01027,1
01029,1
01031,6
01033,3
01035,2
01037,1
01039,2
01041,0
01043,5
01045,3
01047,4
01049,3
01051,3
01053,2
01055,7
01057,0
01059,0
01061,6
01063,0
01065,2
01067,-1
01069,5
01071,2
01073,23
01075,3
01077,7
01079,2
01081,5
01083,6
01085,1
01087,1
01089,12
01091,1
01093,2
01095,5
01097,11
01099,1
01101,15
01103,4
80001,0
01105,0
01107,3
01109,0
01111,2
01113,2
01117,7
01115,10
01119,0
01121,5
01123,3
01125,6
90001,0
01127,-1
01129,0
01131,2
01133,1
02013,0
02016,0
02020,3
02050,1
02060,0
02164,0
02063,0
02066,0
02068,0
02070,0
02090,6
02100,0
02110,0
02122,0
02130,0
02150,1
02158,0
02170,10
02180,0
02185,0
02188,0
02195,0
02198,0
02220,0
02230,0
02240,1
90002,0
02261,0
02275,0
02282,0
02290,0
04001,4
04003,4
04005,1
04007,2
04009,5
04011,0
04012,0
04013,195
04015,20
04017,8
80004,0
04019,16
04021,20
04023,4
90004,0
04025,5
04027,6
05001,1
05003,1
05005,1
05007,5
05009,0
05011,0
05013,0
05015,1
05017,0
05019,0
05021,2
05023,0
05025,0
05027,0
05029,1
05031,4
05033,1
05035,1
05037,0
05039,0
05041,0
05043,2
05045,1
05047,1
05049,0
05051,2
05053,1
05055,2
05057,0
05059,2
05061,0
05063,1
05065,1
05067,0
05069,1
05071,0
05073,0
05075,0
05077,1
05079,0
05081,0
05083,3
05085,2
05087,0
05089,0
05091,1
05093,2
05095,0
05097,0
05099,0
05101,0
05103,2
05105,0
05107,5
05109,0
05111,0
05113,2
05115,2
05117,0
05119,11
05121,0
05125,5
05127,0
05129,1
05131,9
05133,0
05135,2
05123,2
05137,0
90005,0
05139,1
05141,0
05143,5
05145,2
05147,1
05149,1
06001,-17
06003,0
06005,0
06007,-5
06009,5
06011,1
06013,13
06015,2
06017,0
06019,28
06021,1
06023,6
06025,15
06027,-1
06029,35
06031,-2
06033,2
06035,0
06037,441
06039,5
06041,1
06043,0
06045,1
06047,12
06049,0
06051,0
06053,0
06055,1
06057,2
06059,100
06061,6
06063,0
06065,30
06067,42
06069,0
06071,106
06073,50
06075,9
06077,58
06079,2
06081,31
06083,3
06085,69
06087,0
06089,2
06091,0
06093,10
06095,7
06097,4
06099,199
06101,1
06103,10
06105,0
06107,10
06109,2
90006,0
06111,16
06113,2
06115,4
08001,31
08003,3
08005,33
08007,1
08009,0
08011,0
08013,2
08014,0
08015,0
08017,0
08019,0
08021,3
08023,1
08025,1
08027,0
08029,2
08031,19
08033,1
08035,6
08037,1
08041,49
08039,0
08043,7
08045,4
08047,0
08049,-1
08051,0
08053,0
08055,0
08057,0
08059,37
08061,0
08063,0
08067,2
08065,0
08069,9
08071,2
08073,0
08075,1
08077,18
08079,0
08081,0
08083,1
08085,3
08087,1
08089,2
08091,0
80008,0
08093,0
08095,0
08097,0
08099,1
08101,22
08103,0
08105,2
08107,0
08109,0
08111,0
08113,0
08115,0
08117,1
08119,1
90008,0
08121,1
08123,11
08125,0
09001,31
09003,31
09005,4
09007,9
09009,50
09011,7
09013,5
90009,1
09015,3
10001,10
10003,15
10005,10
90010,0
88888,0
11001,27
12001,8
12003,2
12005,8
12007,2
12009,42
12011,167
12013,2
12015,20
12017,18
12019,11
12021,16
12023,1
12027,4
12029,0
12031,98
12033,21
12035,1
12037,3
12039,6
12041,1
12043,0
12045,3
12047,0
12049,2
12051,4
12053,22
12055,15
12057,113
12059,0
12061,6
12063,2
12065,1
12067,0
12069,31
12071,45
12073,15
12075,2
12077,0
12079,0
12081,23
12083,29
12085,10
12086,249
12087,1
12089,2
12091,6
12093,1
12095,53
12097,25
12099,105
12101,38
12103,58
12105,68
12107,13
12113,6
12115,30
12117,24
12109,12
12111,28
12119,6
12121,1
12123,2
90012,0
12125,2
12127,48
12129,1
12131,1
12133,1
13001,1
13003,3
13005,3
13007,0
13009,4
13011,5
13013,4
13015,10
13017,2
13019,2
13021,10
13023,0
13025,3
13027,1
13029,2
13031,7
13033,3
13035,5
13037,0
13039,2
13043,2
13045,5
13047,1
13049,1
13051,5
13053,1
13055,3
13057,12
13059,3
13061,0
13063,33
13065,1
13067,35
13069,0
13071,6
13073,7
13075,0
13077,5
13079,1
13081,4
13083,0
13085,4
13089,46
13087,0
13091,1
13093,1
13095,2
13097,11
13099,0
13101,0
13103,1
13105,2
13107,1
13109,0
13111,3
13113,6
13115,12
13117,12
13119,-2
13121,51
13123,3
13125,0
13127,6
13129,3
13131,2
13133,-2
13135,36
13137,-1
13139,19
13141,2
13143,4
13145,2
13147,4
13149,3
13151,6
13153,13
13155,2
13157,-5
13159,1
13161,-1
13163,3
13165,0
13167,1
13169,0
13171,1
13173,0
13175,2
13177,0
13179,2
13181,2
13183,2
13185,5
13187,6
13193,4
13195,0
13197,2
13189,2
13191,0
13199,4
13201,0
13205,0
13207,-1
13209,-2
13211,1
13213,3
13215,26
13217,17
13219,1
13221,1
80013,31
13223,13
13225,1
13227,-1
13229,0
13231,1
13233,3
13235,1
13237,-1
13239,0
13241,0
13243,0
13245,12
13247,2
13249,-1
13251,0
13253,0
13255,7
13257,-1
13259,0
13261,3
13263,0
13265,0
13267,0
13269,0
13271,1
13273,1
13275,1
13277,2
13279,3
13281,1
13283,2
13285,6
13287,0
13289,2
90013,-7
13291,0
13293,5
13295,0
13297,6
13299,0
13301,3
13303,2
13305,2
13307,0
13309,0
13311,0
13313,0
13315,1
13317,3
13319,-1
13321,0
99999,0
66,3
15001,0
15003,14
15007,0
15009,3
80015,0
90015,0
16001,10
16003,0
16005,4
16007,0
16009,0
16011,2
16013,0
16015,0
16017,0
16019,1
16021,1
16023,0
16025,0
16027,7
16029,0
16031,1
16033,0
16035,1
