Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-05-02 04:30:59,32.3182,-86.9023,528309,10913,,,1.0,10774.812698276732,4478810.0,,2.065647187536082,84000001.0,USA,91344.91152179654,
Alaska,US,2021-05-02 04:30:59,61.3707,-152.4044,68148,347,,,2.0,9315.62651648224,2100065.0,,0.5091858895345425,84000002.0,USA,287072.56559746835,
American Samoa,US,2021-05-02 04:30:59,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-05-02 04:30:59,33.7298,-111.4312,863571,17338,,,4.0,11864.329936168697,9168191.0,,2.007709846671553,84000004.0,USA,125958.8880842599,
Arkansas,US,2021-05-02 04:30:59,34.9697,-92.3731,335968,5741,,,5.0,11132.863499418783,2972450.0,,1.7087936946375846,84000005.0,USA,98497.11909719784,
California,US,2021-05-02 07:30:45,36.1162,-119.6816,3808299,60802,,,6.0,9646.101157102705,60015928.0,,1.5952714351644506,84000006.0,USA,151892.05628850596,
Colorado,US,2021-05-02 04:30:59,39.0598,-105.3111,512804,6302,,,8.0,8904.80133140328,7811831.0,,1.2289295715322033,84000008.0,USA,135651.8340135752,
Connecticut,US,2021-05-02 04:30:59,41.5978,-72.7554,339233,8097,,,9.0,9514.88617886863,8056813.0,,2.386855052427093,84000009.0,USA,225979.3671589412,
Delaware,US,2021-05-02 04:30:59,39.3185,-75.5071,104621,1626,,,10.0,10743.9790339343,1714523.0,,1.5541812829164317,84000010.0,USA,176071.71758249428,
Diamond Princess,US,2021-05-02 04:30:59,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-05-02 04:30:59,38.8974,-77.0268,47697,1105,,,11.0,6758.351765287659,1524716.0,,2.316707549741074,84000011.0,USA,216042.2473145552,
Florida,US,2021-05-02 04:30:59,27.7663,-81.6868,2238937,35239,,,12.0,10424.45486691638,28024936.0,,1.5739165505773498,84000012.0,USA,130483.65384118448,
Georgia,US,2021-05-02 04:30:59,33.0406,-83.6431,1101487,20212,,,13.0,10374.334713800135,8320685.0,,1.83497399424596,84000013.0,USA,78368.21609160716,
Grand Princess,US,2021-05-02 04:30:59,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-05-02 04:30:59,13.4443,144.7937,7975,136,,,66.0,4856.024210096877,143409.0,,1.7053291536050157,316.0,GUM,87322.58005589756,
Hawaii,US,2021-05-02 04:30:59,21.0943,-157.4983,33970,483,,,15.0,2399.228178818424,1439279.0,,1.42184280247277,84000015.0,USA,101653.186163721,
Idaho,US,2021-05-02 04:30:59,44.2405,-114.4788,187656,2046,,,16.0,10500.7932000235,708069.0,,1.090292876326896,84000016.0,USA,39621.89399937887,
Illinois,US,2021-05-02 04:30:59,40.3495,-88.9861,1337868,24330,,,17.0,10557.81959041246,22666333.0,,1.8185650602301573,84000017.0,USA,178871.94744938394,
Indiana,US,2021-05-02 04:30:59,39.8494,-86.2583,721577,13338,,,18.0,10718.26391862772,9787443.0,,1.8484513780234129,84000018.0,USA,145382.12437830676,
Iowa,US,2021-05-02 04:30:59,42.0115,-93.2105,365229,5952,,,19.0,11575.939678042008,1427966.0,,1.629662485728132,84000019.0,USA,45259.40787367634,
Kansas,US,2021-05-02 04:30:59,38.5266,-96.7265,310600,4983,,,20.0,10661.39798181727,1374998.0,,1.6043142305215712,84000020.0,USA,47197.04089569473,
Kentucky,US,2021-05-02 04:30:59,37.6681,-84.6701,444771,6513,,,21.0,9955.3167834799,4637849.0,,1.4643490695211694,84000021.0,USA,103809.05227396902,
Louisiana,US,2021-05-02 04:30:59,31.1695,-91.8678,458581,10382,,,22.0,9864.51539904758,6491232.0,,2.26394028535853,84000022.0,USA,139632.60148761162,
Maine,US,2021-05-02 04:30:59,44.6939,-69.3819,61616,789,,,23.0,4583.800769521475,2079748.0,,1.2805115554401454,84000023.0,USA,154718.74972102616,
Maryland,US,2021-05-02 04:30:59,39.0639,-76.8021,448340,8764,,,24.0,7415.873814029191,9689373.0,,1.954766471874024,84000024.0,USA,160269.36589432455,
Massachusetts,US,2021-05-02 04:30:59,42.2302,-71.5301,690279,17617,,,25.0,10014.9249118934,21349209.0,,2.552156446885969,84000025.0,USA,309745.3711663238,
Michigan,US,2021-05-02 04:30:59,43.3266,-84.5361,940175,18893,,,26.0,9414.122981835026,12866088.0,,2.009519504347595,84000026.0,USA,128830.20153387597,
Minnesota,US,2021-05-02 04:30:59,45.6945,-93.9002,577524,7247,,,27.0,10240.455405600933,8534998.0,,1.2548396257125245,84000027.0,USA,151339.62641534058,
Mississippi,US,2021-05-02 04:30:59,32.7416,-89.6787,311900,7199,,,28.0,10479.98604908558,1887703.0,,2.308111574222507,84000028.0,USA,63427.704728493096,
Missouri,US,2021-05-02 04:30:59,38.4561,-92.2884,592687,9145,,,29.0,9656.927950926674,5277460.0,,1.542972935124273,84000029.0,USA,85988.1370502432,
Montana,US,2021-05-02 04:30:59,46.9219,-110.4544,108985,1574,,,30.0,10197.159746925929,1308424.0,,1.4442354452447586,84000030.0,USA,122422.430102416,
Nebraska,US,2021-05-02 04:30:59,41.1254,-98.2681,220032,2245,,,31.0,11374.642784769294,2844554.0,,1.0203061372891216,84000031.0,USA,147050.3637288514,
Nevada,US,2021-05-02 04:30:59,38.3135,-117.0554,315438,5464,,,32.0,10240.974807769477,3183335.0,,1.7321945992556382,84000032.0,USA,103349.79786738074,
New Hampshire,US,2021-05-02 04:30:59,43.4525,-71.5639,95163,1304,,,33.0,6998.766649677762,1858445.0,,1.3702804661475574,84000033.0,USA,136679.4120221135,
New Jersey,US,2021-05-02 04:30:59,40.2989,-74.521,998812,25588,,,34.0,11245.109595719074,13610015.0,,2.5618434700424104,84000034.0,USA,153228.14531101,
New Mexico,US,2021-05-02 04:30:59,34.8405,-106.2485,197733,4067,,,35.0,9430.096588706088,3274367.0,,2.0568139865374016,84000035.0,USA,156158.03673070145,
New York,US,2021-05-02 04:30:59,42.1657,-74.9481,2052022,52107,,,36.0,10548.310409595446,51211393.0,,2.539300260913382,84000036.0,USA,263249.45340341545,
North Carolina,US,2021-05-02 04:30:59,35.6301,-79.8064,969752,12651,,,37.0,9246.226479498067,11360231.0,,1.3045603412006368,84000037.0,USA,108315.5989215952,
North Dakota,US,2021-05-02 04:30:59,47.5289,-99.784,107639,1525,,,38.0,14124.70376426065,1522447.0,,1.4167727310733098,84000038.0,USA,199779.9391650548,
Northern Mariana Islands,US,2021-05-02 04:30:59,15.0979,145.6739,168,2,,,69.0,304.65689830262585,17542.0,,1.1904761904761905,580.0,MNP,31811.25779776585,
Ohio,US,2021-05-02 04:30:59,40.3888,-82.7649,1074019,19865,,,39.0,9188.209528535132,12402897.0,,1.8494086231249167,84000039.0,USA,106106.51803817232,
Oklahoma,US,2021-05-02 04:30:59,35.5653,-96.9289,448305,6788,,,40.0,11329.49925587021,4009640.0,,1.514147734243428,84000040.0,USA,101331.04336625162,
Oregon,US,2021-05-02 04:30:59,44.572,-122.0709,185597,2498,,,41.0,4400.392912123255,4688860.0,,1.345926927698185,84000041.0,USA,111170.042133969,
Pennsylvania,US,2021-05-02 04:30:59,40.5908,-77.2098,1165926,26239,,,42.0,9107.381673269678,13039712.0,,2.250485879892892,84000042.0,USA,101856.92238916935,
Puerto Rico,US,2021-05-02 04:30:59,18.2208,-66.5901,132578,2313,,,72.0,4151.243043322247,2085651.0,,1.7446333479159437,630.0,PRI,65305.28597918273,
Rhode Island,US,2021-05-02 04:30:59,41.6809,-71.5118,148186,2671,,,44.0,13988.243856437985,4019021.0,,1.8024644703278312,84000044.0,USA,379381.62722622405,
South Carolina,US,2021-05-02 04:30:59,33.8569,-80.945,579556,9506,,,45.0,11256.325365906903,6125567.0,,1.6402211347997433,84000045.0,USA,118972.75708070016,
South Dakota,US,2021-05-02 04:30:59,44.2998,-99.4388,122660,1967,,,46.0,13865.229427383883,779547.0,,1.603619761943584,84000046.0,USA,88118.35972956811,
Tennessee,US,2021-05-02 04:30:59,35.7478,-86.6923,847430,12197,,,47.0,12408.967760962014,7658583.0,,1.439292920949223,84000047.0,USA,112145.0851889262,
Texas,US,2021-05-02 04:30:59,31.0545,-97.5635,2934023,50274,,,48.0,9986.970218287212,23081347.0,,1.7360945642151937,84000048.0,USA,79602.15797547245,
Utah,US,2021-05-02 04:30:59,40.15,-111.8624,397733,2203,,,49.0,12406.05772128019,3287318.0,,0.5538891668531402,84000049.0,USA,102537.77498020872,
Vermont,US,2021-05-02 04:30:59,44.0459,-72.7107,23032,247,,,50.0,3691.0907083297934,1577184.0,,1.0724209795067732,84000050.0,USA,252758.30182903865,
Virgin Islands,US,2021-05-02 04:30:59,18.3358,-64.8963,3125,27,,,78.0,2913.263974344632,102748.0,,0.864,850.0,VIR,95786.25498750791,
Virginia,US,2021-05-02 04:30:59,37.7693,-78.17,660553,10777,,,51.0,7738.873289368813,7033958.0,,1.6315117787671845,84000051.0,USA,82408.08789717415,
Washington,US,2021-05-02 04:30:59,47.4009,-121.4905,404709,5499,,,53.0,5314.703699710554,6527751.0,,1.3587540677375596,84000053.0,USA,85723.47635088241,
West Virginia,US,2021-05-02 04:30:59,38.4912,-80.9545,153498,2679,,,54.0,8565.034006696995,2748096.0,,1.745299613024274,84000054.0,USA,153340.99267526602,
Wisconsin,US,2021-05-02 04:30:59,44.2685,-89.6165,661209,7569,,,55.0,11356.23005773874,8278577.0,,1.144721260599901,84000055.0,USA,142184.12780634355,
Wyoming,US,2021-05-02 04:30:59,42.756,-107.3025,58142,707,,,56.0,10045.977686740076,726048.0,,1.2159884420900553,84000056.0,USA,125449.10748688145,
Alabama,US,2021-05-03 04:30:41,32.3182,-86.9023,528597,10913,,,1.0,10780.68643137063,4482217.0,,2.0645217434075485,84000001.0,USA,91414.39696850108,
Alaska,US,2021-05-03 04:30:41,61.3707,-152.4044,68148,347,,,2.0,9315.62651648224,2100065.0,,0.5091858895345425,84000002.0,USA,287072.56559746835,
American Samoa,US,2021-05-03 04:30:41,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-05-03 04:30:41,33.7298,-111.4312,863927,17344,,,4.0,11869.220908025412,9190525.0,,2.007577029077688,84000004.0,USA,126265.72787484388,
Arkansas,US,2021-05-03 04:30:41,34.9697,-92.3731,336105,5743,,,5.0,11137.403224331336,2975065.0,,1.7086922241561415,84000005.0,USA,98583.77151067463,
California,US,2021-05-03 07:30:56,36.1162,-119.6816,3809932,60847,,,6.0,9650.236586283692,60265800.0,,1.595767977271577,84000006.0,USA,152524.44794108396,
Colorado,US,2021-05-03 04:30:41,39.0598,-105.3111,513765,6304,,,8.0,8921.489021201874,7842609.0,,1.227020135665139,84000008.0,USA,136186.29157509565,
Connecticut,US,2021-05-03 04:30:41,41.5978,-72.7554,339233,8097,,,9.0,9514.88617886863,8056813.0,,2.386855052427093,84000009.0,USA,225979.3671589412,
Delaware,US,2021-05-03 04:30:41,39.3185,-75.5071,104909,1626,,,10.0,10773.55498868309,1727204.0,,1.5499146879676673,84000010.0,USA,177373.98384002695,
Diamond Princess,US,2021-05-03 04:30:41,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-05-03 04:30:41,38.8974,-77.0268,47800,1106,,,11.0,6772.946189084221,1524716.0,,2.3138075313807533,84000011.0,USA,216042.2473145552,
Florida,US,2021-05-03 04:30:41,27.7663,-81.6868,2242778,35268,,,12.0,10442.338501491102,28064041.0,,1.5725140874397734,84000012.0,USA,130665.72609581728,
Georgia,US,2021-05-03 04:30:41,33.0406,-83.6431,1102789,20212,,,13.0,10386.597576455228,8357971.0,,1.832807545233041,84000013.0,USA,78719.39358543027,
Grand Princess,US,2021-05-03 04:30:41,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-05-03 04:30:41,13.4443,144.7937,7981,136,,,66.0,4859.67764523927,143409.0,,1.7040471118907403,316.0,GUM,87322.58005589756,
Hawaii,US,2021-05-03 04:30:41,21.0943,-157.4983,34082,483,,,15.0,2407.138498395336,1446009.0,,1.4171703538524734,84000015.0,USA,102128.51161686932,
Idaho,US,2021-05-03 04:30:41,44.2405,-114.4788,187656,2046,,,16.0,10500.7932000235,708069.0,,1.090292876326896,84000016.0,USA,39621.89399937887,
Illinois,US,2021-05-03 04:30:41,40.3495,-88.9861,1339728,24358,,,17.0,10572.497828054862,22749403.0,,1.8181302473337877,84000017.0,USA,179527.49648215517,
Indiana,US,2021-05-03 04:30:41,39.8494,-86.2583,722646,13349,,,18.0,10734.142784125115,9819124.0,,1.8472391738140117,84000018.0,USA,145852.71215924495,
Iowa,US,2021-05-03 04:30:41,42.0115,-93.2105,365524,5959,,,19.0,11585.289708310753,1429681.0,,1.6302623083573171,84000019.0,USA,45313.764829306485,
Kansas,US,2021-05-03 04:30:41,38.5266,-96.7265,310600,4983,,,20.0,10661.39798181727,1374998.0,,1.6043142305215712,84000020.0,USA,47197.04089569473,
Kentucky,US,2021-05-03 04:30:41,37.6681,-84.6701,445139,6517,,,21.0,9963.553733677463,4639522.0,,1.4640370760593882,84000021.0,USA,103846.49906114436,
Louisiana,US,2021-05-03 04:30:41,31.1695,-91.8678,458581,10382,,,22.0,9864.51539904758,6491232.0,,2.26394028535853,84000022.0,USA,139632.60148761162,
Maine,US,2021-05-03 04:30:41,44.6939,-69.3819,61847,789,,,23.0,4600.985558825542,2079893.0,,1.2757288146555208,84000023.0,USA,154729.53670998325,
Maryland,US,2021-05-03 04:30:41,39.0639,-76.8021,448989,8776,,,24.0,7426.608752034511,9728971.0,,1.954613587415282,84000024.0,USA,160924.34597927774,
Massachusetts,US,2021-05-03 04:30:41,42.2302,-71.5301,691172,17621,,,25.0,10027.881017969814,21448496.0,,2.5494377665761925,84000025.0,USA,311185.8783376663,
Michigan,US,2021-05-03 04:30:41,43.3266,-84.5361,940175,18893,,,26.0,9414.122981835026,12914990.0,,2.009519504347595,84000026.0,USA,129319.8650986992,
Minnesota,US,2021-05-03 04:30:41,45.6945,-93.9002,579235,7253,,,27.0,10270.794264590311,8566864.0,,1.2521688088599618,84000027.0,USA,151904.66328299436,
Mississippi,US,2021-05-03 04:30:41,32.7416,-89.6787,311900,7199,,,28.0,10479.98604908558,1887703.0,,2.308111574222507,84000028.0,USA,63427.704728493096,
Missouri,US,2021-05-03 04:30:41,38.4561,-92.2884,593474,9148,,,29.0,9669.750911945524,5289735.0,,1.5414323121147684,84000029.0,USA,86188.1393965029,
Montana,US,2021-05-03 04:30:41,46.9219,-110.4544,109030,1574,,,30.0,10201.370162933745,1312278.0,,1.4436393653122994,84000030.0,USA,122783.02884228528,
Nebraska,US,2021-05-03 04:30:41,41.1254,-98.2681,220127,2245,,,31.0,11379.553847998974,2851498.0,,1.019865804739991,84000031.0,USA,147409.33660323985,
Nevada,US,2021-05-03 04:30:41,38.3135,-117.0554,315438,5464,,,32.0,10240.974807769477,3183335.0,,1.7321945992556382,84000032.0,USA,103349.79786738074,
New Hampshire,US,2021-05-03 04:30:41,43.4525,-71.5639,95377,1305,,,33.0,7014.505288256108,1868098.0,,1.3682544009562054,84000033.0,USA,137389.342294061,
New Jersey,US,2021-05-03 04:30:41,40.2989,-74.521,1000010,25600,,,34.0,11258.59726036034,13658423.0,,2.5599744002559977,84000034.0,USA,153773.14603718228,
New Mexico,US,2021-05-03 04:30:41,34.8405,-106.2485,197733,4067,,,35.0,9430.096588706088,3274367.0,,2.0568139865374016,84000035.0,USA,156158.03673070145,
New York,US,2021-05-03 04:30:41,42.1657,-74.9481,2054848,52157,,,36.0,10562.837312921783,51211393.0,,2.538241271373844,84000036.0,USA,263249.45340341545,
North Carolina,US,2021-05-03 04:30:41,35.6301,-79.8064,969752,12651,,,37.0,9246.226479498067,11360231.0,,1.3045603412006368,84000037.0,USA,108315.5989215952,
North Dakota,US,2021-05-03 04:30:41,47.5289,-99.784,107708,1525,,,38.0,14133.758145662689,1524267.0,,1.415865116797267,84000038.0,USA,200018.76487739844,
Northern Mariana Islands,US,2021-05-03 04:30:41,15.0979,145.6739,168,2,,,69.0,304.65689830262585,17542.0,,1.1904761904761905,580.0,MNP,31811.25779776585,
Ohio,US,2021-05-03 04:30:41,40.3888,-82.7649,1075004,19889,,,39.0,9196.636182426362,12441450.0,,1.8499466048498423,84000039.0,USA,106436.338126973,
Oklahoma,US,2021-05-03 04:30:41,35.5653,-96.9289,448305,6788,,,40.0,11329.49925587021,4009640.0,,1.514147734243428,84000040.0,USA,101331.04336625162,
Oregon,US,2021-05-03 04:30:41,44.572,-122.0709,186344,2501,,,41.0,4418.103831509646,4688860.0,,1.3421414158760143,84000041.0,USA,111170.042133969,
Pennsylvania,US,2021-05-03 04:30:41,40.5908,-77.2098,1168402,26258,,,42.0,9126.722417899282,13087428.0,,2.2473429521688595,84000042.0,USA,102229.6457214578,
Puerto Rico,US,2021-05-03 04:30:41,18.2208,-66.5901,133047,2315,,,72.0,4165.928232322821,2088576.0,,1.7399866212691757,630.0,PRI,65396.872712288656,
Rhode Island,US,2021-05-03 04:30:41,41.6809,-71.5118,148186,2671,,,44.0,13988.243856437985,4019021.0,,1.8024644703278312,84000044.0,USA,379381.62722622405,
South Carolina,US,2021-05-03 04:30:41,33.8569,-80.945,580273,9520,,,45.0,11270.251173399804,6148991.0,,1.6406070935576875,84000045.0,USA,119427.7056367862,
South Dakota,US,2021-05-03 04:30:41,44.2998,-99.4388,122660,1967,,,46.0,13865.229427383883,779547.0,,1.603619761943584,84000046.0,USA,88118.35972956811,
Tennessee,US,2021-05-03 04:30:41,35.7478,-86.6923,847430,12197,,,47.0,12408.967760962014,7658583.0,,1.439292920949223,84000047.0,USA,112145.0851889262,
Texas,US,2021-05-03 04:30:41,31.0545,-97.5635,2935330,50290,,,48.0,9991.45361370465,23159846.0,,1.7358678130964995,84000048.0,USA,79872.88263460594,
Utah,US,2021-05-03 04:30:41,40.15,-111.8624,398012,2204,,,49.0,12414.760268225598,3294660.0,,0.5537521481764369,84000049.0,USA,102766.7860901484,
Vermont,US,2021-05-03 04:30:41,44.0459,-72.7107,23126,247,,,50.0,3706.155076451668,1585122.0,,1.0680619216466316,84000050.0,USA,254030.43963916032,
Virgin Islands,US,2021-05-03 04:30:41,18.3358,-64.8963,3138,27,,,78.0,2925.3831524779057,102748.0,,0.8604206500956023,850.0,VIR,95786.25498750791,
Virginia,US,2021-05-03 04:30:41,37.7693,-78.17,661314,10791,,,51.0,7747.7889745193,7051140.0,,1.6317513314401328,84000051.0,USA,82609.38790013822,
Washington,US,2021-05-03 04:30:41,47.4009,-121.4905,404709,5499,,,53.0,5314.703699710554,6548773.0,,1.3587540677375596,84000053.0,USA,85999.54063701224,
West Virginia,US,2021-05-03 04:30:41,38.4912,-80.9545,153918,2686,,,54.0,8588.469584247274,2759314.0,,1.7450850452838524,84000054.0,USA,153966.94579183517,
Wisconsin,US,2021-05-03 04:30:41,44.2685,-89.6165,661685,7567,,,55.0,11364.40533288999,8300075.0,,1.143595517504553,84000055.0,USA,142553.354834078,
Wyoming,US,2021-05-03 04:30:41,42.756,-107.3025,58142,707,,,56.0,10045.977686740076,726048.0,,1.2159884420900553,84000056.0,USA,125449.10748688145,
Alabama,US,2021-05-04 04:30:32,32.3182,-86.9023,528784,10913,,,1.0,10784.500278900348,4487593.0,,2.0637916427123364,84000001.0,USA,91524.03998625385,
Alaska,US,2021-05-04 04:30:32,61.3707,-152.4044,68426,348,,,2.0,9353.62827987342,2100065.0,,0.5085786104697045,84000002.0,USA,287072.56559746835,
American Samoa,US,2021-05-04 04:30:32,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-05-04 04:30:32,33.7298,-111.4312,864579,17344,,,4.0,11878.178530639398,9214269.0,,2.00606306653296,84000004.0,USA,126591.93921126483,
Arkansas,US,2021-05-04 04:30:32,34.9697,-92.3731,336166,5747,,,5.0,11139.424561701158,2977534.0,,1.709572056662482,84000005.0,USA,98665.58596913517,
California,US,2021-05-04 07:31:00,36.1162,-119.6816,3811405,60847,,,6.0,9653.964546616373,60514937.0,,1.5951517579255556,84000006.0,USA,153154.97940978923,
Colorado,US,2021-05-04 04:30:32,39.0598,-105.3111,514721,6306,,,8.0,8938.089886391735,7866123.0,,1.2251297304753448,84000008.0,USA,136594.61034504793,
Connecticut,US,2021-05-04 04:30:32,41.5978,-72.7554,340545,8112,,,9.0,9551.685460385095,8056813.0,,2.3820640443994185,84000009.0,USA,225979.3671589412,
Delaware,US,2021-05-04 04:30:32,39.3185,-75.5071,105067,1626,,,10.0,10789.780686079996,1734991.0,,1.5475839226398391,84000010.0,USA,178173.66425540482,
Diamond Princess,US,2021-05-04 04:30:32,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-05-04 04:30:32,38.8974,-77.0268,47903,1106,,,11.0,6787.540612880784,1530198.0,,2.308832432206751,84000011.0,USA,216819.0107247761,
Florida,US,2021-05-04 04:30:32,27.7663,-81.6868,2245853,35307,,,12.0,10456.655652315698,28134018.0,,1.572097550463009,84000012.0,USA,130991.53788874498,
Georgia,US,2021-05-04 04:30:32,33.0406,-83.6431,1103659,20227,,,13.0,10394.791655187892,8372959.0,,1.8327218823930216,84000013.0,USA,78860.55778318338,
Grand Princess,US,2021-05-04 04:30:32,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-05-04 04:30:32,13.4443,144.7937,7989,136,,,66.0,4864.548892095793,144304.0,,1.702340718487921,316.0,GUM,87867.55079797113,
Hawaii,US,2021-05-04 04:30:32,21.0943,-157.4983,34156,484,,,15.0,2412.364959544366,1451860.0,,1.417027755006441,84000015.0,USA,102541.75518690958,
Idaho,US,2021-05-04 04:30:32,44.2405,-114.4788,188024,2052,,,16.0,10521.385623914071,708069.0,,1.0913500404203718,84000016.0,USA,39621.89399937887,
Illinois,US,2021-05-04 04:30:32,40.3495,-88.9861,1341777,24389,,,17.0,10588.66756403835,22822562.0,,1.817664187119022,84000017.0,USA,180104.83260456412,
Indiana,US,2021-05-04 04:30:32,39.8494,-86.2583,723443,13350,,,18.0,10745.981377017,9846031.0,,1.845342342105736,84000018.0,USA,146252.3872143791,
Iowa,US,2021-05-04 04:30:32,42.0115,-93.2105,365754,5959,,,19.0,11592.579562418585,1430665.0,,1.6292371375295964,84000019.0,USA,45344.95272688086,
Kansas,US,2021-05-04 04:30:32,38.5266,-96.7265,311108,4986,,,20.0,10678.835168471369,1374998.0,,1.6026588837316944,84000020.0,USA,47197.04089569473,
Kentucky,US,2021-05-04 04:30:32,37.6681,-84.6701,445449,6525,,,21.0,9970.49246889824,4639522.0,,1.4648141538088535,84000021.0,USA,103846.49906114436,
Louisiana,US,2021-05-04 04:30:32,31.1695,-91.8678,459340,10393,,,22.0,9880.842214131237,6491232.0,,2.262594156833718,84000022.0,USA,139632.60148761162,
Maine,US,2021-05-04 04:30:32,44.6939,-69.3819,62092,790,,,23.0,4619.211850511675,2079969.0,,1.272305611028796,84000023.0,USA,154735.1905800573,
Maryland,US,2021-05-04 04:30:32,39.0639,-76.8021,449509,8788,,,24.0,7435.209935027987,9754953.0,,1.9550220351539125,84000024.0,USA,161354.10739569413,
Massachusetts,US,2021-05-04 04:30:32,42.2302,-71.5301,691735,17639,,,25.0,10036.049313290108,21509976.0,,2.5499649432224767,84000025.0,USA,312077.8619900492,
Michigan,US,2021-05-04 04:30:32,43.3266,-84.5361,945732,18922,,,26.0,9469.76611360311,12914990.0,,2.000778233156962,84000026.0,USA,129319.8650986992,
Minnesota,US,2021-05-04 04:30:32,45.6945,-93.9002,580340,7256,,,27.0,10290.38774161151,8597392.0,,1.2503015473687835,84000027.0,USA,152445.97519838173,
Mississippi,US,2021-05-04 04:30:32,32.7416,-89.6787,312400,7207,,,28.0,10496.786283213643,1887703.0,,2.306978233034571,84000028.0,USA,63427.704728493096,
Missouri,US,2021-05-04 04:30:32,38.4561,-92.2884,593831,9150,,,29.0,9675.567680793974,5308661.0,,1.5408424282329485,84000029.0,USA,86496.50961282152,
Montana,US,2021-05-04 04:30:32,46.9219,-110.4544,109092,1574,,,30.0,10207.17118054451,1314902.0,,1.442818905144282,84000030.0,USA,123028.54287794096,
Nebraska,US,2021-05-04 04:30:32,41.1254,-98.2681,220225,2245,,,31.0,11384.619997435908,2854739.0,,1.019411965035759,84000031.0,USA,147576.88140247556,
Nevada,US,2021-05-04 04:30:32,38.3135,-117.0554,316239,5473,,,32.0,10266.979984130674,3183335.0,,1.7306530820044337,84000032.0,USA,103349.79786738074,
New Hampshire,US,2021-05-04 04:30:32,43.4525,-71.5639,95506,1305,,,33.0,7023.992598427166,1873188.0,,1.366406299080686,84000033.0,USA,137763.68654809735,
New Jersey,US,2021-05-04 04:30:32,40.2989,-74.521,1000993,25616,,,34.0,11269.664350796367,13658600.0,,2.5590588545574247,84000034.0,USA,153775.13878896984,
New Mexico,US,2021-05-04 04:30:32,34.8405,-106.2485,198372,4073,,,35.0,9460.571176762624,3274367.0,,2.0532131550823705,84000035.0,USA,156158.03673070145,
New York,US,2021-05-04 04:30:32,42.1657,-74.9481,2057276,52219,,,36.0,10575.318318327429,51635592.0,,2.5382593293267406,84000036.0,USA,265430.02589603,
North Carolina,US,2021-05-04 04:30:32,35.6301,-79.8064,974319,12691,,,37.0,9289.771134556133,11360231.0,,1.302550807281804,84000037.0,USA,108315.5989215952,
North Dakota,US,2021-05-04 04:30:32,47.5289,-99.784,107763,1525,,,38.0,14140.975406200543,1525361.0,,1.415142488609263,84000038.0,USA,200162.32275064237,
Northern Mariana Islands,US,2021-05-04 04:30:32,15.0979,145.6739,168,2,,,69.0,304.65689830262585,17542.0,,1.1904761904761905,580.0,MNP,31811.25779776585,
Ohio,US,2021-05-04 04:30:32,40.3888,-82.7649,1075999,19906,,,39.0,9205.148386103292,12475804.0,,1.84981584555376,84000039.0,USA,106730.23586075916,
Oklahoma,US,2021-05-04 04:30:32,35.5653,-96.9289,448872,6788,,,40.0,11343.82839803476,4009640.0,,1.5122351137963606,84000040.0,USA,101331.04336625162,
Oregon,US,2021-05-04 04:30:32,44.572,-122.0709,186878,2502,,,41.0,4430.764649384255,4688860.0,,1.338841383148364,84000041.0,USA,111170.042133969,
Pennsylvania,US,2021-05-04 04:30:32,40.5908,-77.2098,1170072,26274,,,42.0,9139.767265852204,13087428.0,,2.2455028408508197,84000042.0,USA,102229.6457214578,
Puerto Rico,US,2021-05-04 04:30:32,18.2208,-66.5901,133507,2323,,,72.0,4180.331615990762,2089164.0,,1.739983671268173,630.0,PRI,65415.28399402072,
Rhode Island,US,2021-05-04 04:30:32,41.6809,-71.5118,148669,2678,,,44.0,14033.83737932584,4019021.0,,1.8013170196880317,84000044.0,USA,379381.62722622405,
South Carolina,US,2021-05-04 04:30:32,33.8569,-80.945,580794,9524,,,45.0,11280.3702050648,6165415.0,,1.6398241028660765,84000045.0,USA,119746.69791330418,
South Dakota,US,2021-05-04 04:30:32,44.2998,-99.4388,122745,1970,,,46.0,13874.837649308944,779547.0,,1.6049533585889446,84000046.0,USA,88118.35972956811,
Tennessee,US,2021-05-04 04:30:32,35.7478,-86.6923,849436,12205,,,47.0,12438.341737961282,7658583.0,,1.4368357357116956,84000047.0,USA,112145.0851889262,
Texas,US,2021-05-04 04:30:32,31.0545,-97.5635,2936871,50331,,,48.0,10006.76268467235,23243811.0,,1.73462519502514,84000048.0,USA,80162.45824708689,
