FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
17123,Marshall County,IL,48.8,9119.0
01017,Chambers County,AL,24.0,26341.0
41025,Harney County,OR,40.4,5907.0
42033,Clearfield County,PA,47.2,64899.0
19077,Guthrie County,IA,57.9,8353.0
05087,Madison County,AR,33.4,12727.0
06075,San Francisco County,CA,74.1,763379.0
39025,Clermont County,OH,46.0,159541.0
26039,Crawford County,MI,47.3,11495.0
13245,Richmond County,GA,31.2,156465.0
47063,Hamblen County,TN,36.2,50013.0
19099,Jasper County,IA,57.0,28955.0
28147,Walthall County,MS,30.3,11076.0
48293,Limestone County,TX,0.0,18276.0
48203,Harrison County,TX,0.0,49967.0
48241,Jasper County,TX,0.0,27090.0
13189,McDuffie County,GA,13.3,16012.0
29139,Montgomery County,MO,44.1,9020.0
48301,Loving County,TX,0.0,120.0
48041,Brazos County,TX,0.0,181925.0
48363,Palo Pinto County,TX,0.0,22476.0
48235,Irion County,TX,0.0,1190.0
48491,Williamson County,TX,0.0,441593.0
19001,Adair County,IA,49.1,5593.0
27009,Benton County,MN,36.4,30493.0
54107,Wood County,WV,38.7,66061.0
21207,Russell County,KY,42.3,13863.0
55111,Sauk County,WI,61.2,49825.0
40047,Garfield County,OK,42.4,45374.0
16003,Adams County,ID,39.3,3549.0
51600,Fairfax city,VA,7.6,18113.0
18045,Fountain County,IN,44.7,12798.0
13239,Quitman County,GA,9.3,1869.0
39113,Montgomery County,OH,44.2,414980.0
47039,Decatur County,TN,33.0,9251.0
38021,Dickey County,ND,53.9,3681.0
30061,Mineral County,MT,49.6,3597.0
19101,Jefferson County,IA,44.2,15472.0
18053,Grant County,IN,40.4,52149.0
34029,Ocean County,NJ,53.1,460496.0
35013,Dona Ana County,NM,56.1,165267.0
39121,Noble County,OH,33.0,11732.0
35059,Union County,NM,19.2,3299.0
31029,Chase County,NE,28.8,2952.0
02220,Sitka City and Borough,AK,72.8,6740.0
31033,Cheyenne County,NE,41.4,6881.0
01049,DeKalb County,AL,24.2,54392.0
39027,Clinton County,OH,34.9,32414.0
31007,Banner County,NE,24.9,563.0
31083,Harlan County,NE,39.2,2673.0
13049,Charlton County,GA,6.6,10935.0
46111,Sanborn County,SD,44.7,1759.0
72019,Barranquitas Municipio,PR,57.6,22753.0
20117,Marshall County,KS,62.2,7363.0
55045,Green County,WI,62.7,28803.0
30013,Cascade County,MT,49.8,63129.0
02164,Lake and Peninsula Borough,AK,60.1,1136.0
40111,Okmulgee County,OK,37.3,29477.0
40027,Cleveland County,OK,46.1,223796.0
28061,Jasper County,MS,38.7,12725.0
51610,Falls Church city,VA,7.4,10976.0
05049,Fulton County,AR,27.0,9843.0
12019,Clay County,FL,39.1,168898.0
29035,Carter County,MO,27.1,4603.0
17087,Johnson County,IL,30.4,10142.0
19185,Wayne County,IA,42.2,4836.0
05003,Ashley County,AR,40.0,15259.0
39057,Greene County,OH,51.0,134183.0
20105,Lincoln County,KS,43.1,2318.0
05101,Newton County,AR,26.6,6257.0
51683,Manassas city,VA,3.1,30062.0
48309,McLennan County,TX,0.0,193711.0
19137,Montgomery County,IA,56.4,7681.0
20175,Seward County,KS,43.9,14596.0
48289,Leon County,TX,0.0,13514.0
45023,Chester County,SC,38.0,25033.0
13141,Hancock County,GA,6.2,7175.0
05081,Little River County,AR,24.9,9507.0
72105,Naranjito Municipio,PR,49.1,22444.0
47179,Washington County,TN,51.8,104876.0
13237,Putnam County,GA,7.8,17786.0
01025,Clarke County,AL,34.4,18589.0
05089,Marion County,AR,28.4,13660.0
51011,Appomattox County,VA,1.7,12569.0
05121,Randolph County,AR,25.1,13691.0
37113,Macon County,NC,34.5,29260.0
06053,Monterey County,CA,62.2,321346.0
13261,Sumter County,GA,34.7,22842.0
54019,Fayette County,WV,29.5,33710.0
20183,Smith County,KS,44.8,2841.0
22099,St. Martin Parish,LA,30.9,40686.0
50013,Grand Isle County,VT,75.6,5933.0
27031,Cook County,MN,77.6,4639.0
42093,Montour County,PA,74.3,14482.0
23021,Piscataquis County,ME,56.7,13973.0
27037,Dakota County,MN,65.2,324966.0
17037,DeKalb County,IL,46.1,82430.0
31019,Buffalo County,NE,35.9,38080.0
39013,Belmont County,OH,31.0,54437.0
13249,Schley County,GA,12.3,4003.0
48351,Newton County,TX,0.0,10929.0
48479,Webb County,TX,0.0,186996.0
16071,Oneida County,ID,39.8,3247.0
46129,Walworth County,SD,34.7,4169.0
39047,Fayette County,OH,35.5,21861.0
49055,Wayne County,UT,46.2,2063.0
18157,Tippecanoe County,IN,55.8,155406.0
35041,Roosevelt County,NM,26.0,13995.0
31059,Fillmore County,NE,50.4,4375.0
53073,Whatcom County,WA,71.3,185293.0
21133,Letcher County,KY,47.4,16877.0
18081,Johnson County,IN,56.2,119315.0
27137,St. Louis County,MN,62.1,161450.0
09003,Hartford County,CT,70.3,705457.0
18151,Steuben County,IN,47.3,27623.0
28067,Jones County,MS,35.0,51067.0
72031,Carolina Municipio,PR,52.7,120625.0
72107,Orocovis Municipio,PR,59.8,16594.0
13277,Tift County,GA,16.5,30600.0
01121,Talladega County,AL,26.3,63273.0
20071,Greeley County,KS,52.4,899.0
37027,Caldwell County,NC,41.4,65842.0
53037,Kittitas County,WA,50.1,39869.0
28039,George County,MS,32.1,18022.0
46121,Todd County,SD,51.4,5935.0
36007,Broome County,NY,60.2,153683.0
48085,Collin County,TX,0.0,769461.0
29123,Madison County,MO,31.6,9307.0
21075,Fulton County,KY,45.9,4697.0
37053,Currituck County,NC,45.2,21675.0
05031,Craighead County,AR,34.6,82756.0
08077,Mesa County,CO,6.6,121401.0
13153,Houston County,GA,33.4,117543.0
13097,Douglas County,GA,24.9,108767.0
72017,Barceloneta Municipio,PR,51.1,19472.0
06109,Tuolumne County,CA,49.3,45325.0
08015,Chaffee County,CO,25.9,17285.0
29105,Laclede County,MO,30.8,26892.0
17003,Alexander County,IL,25.7,4481.0
18071,Jackson County,IN,48.9,33426.0
51840,Winchester city,VA,3.9,21768.0
17017,Cass County,IL,52.4,9186.0
19015,Boone County,IA,61.8,20698.0
55031,Douglas County,WI,40.1,34706.0
19019,Buchanan County,IA,55.3,15684.0
26053,Gogebic County,MI,59.3,11633.0
47027,Clay County,TN,25.6,6093.0
39059,Guernsey County,OH,35.7,30310.0
49045,Tooele County,UT,45.7,49027.0
12041,Gilchrist County,FL,28.4,14885.0
36039,Greene County,NY,55.4,39542.0
37059,Davie County,NC,49.2,33901.0
28137,Tate County,MS,33.3,21909.0
19081,Hancock County,IA,50.3,8293.0
54063,Monroe County,WV,29.1,10695.0
16013,Blaine County,ID,77.7,18163.0
21221,Trigg County,KY,42.3,11548.0
51097,King and Queen County,VA,28.3,5795.0
27053,Hennepin County,MN,69.8,989707.0
40051,Grady County,OK,33.9,42575.0
41017,Deschutes County,OR,63.6,158560.0
72025,Caguas Municipio,PR,58.1,102260.0
55081,Monroe County,WI,51.7,34583.0
37009,Ashe County,NC,45.5,22479.0
18175,Washington County,IN,38.8,21578.0
47159,Smith County,TN,27.5,15662.0
26069,Iosco County,MI,53.2,20954.0
45017,Calhoun County,SC,31.8,11827.0
27025,Chisago County,MN,54.0,43741.0
47099,Lawrence County,TN,31.5,33151.0
49021,Iron County,UT,36.0,39249.0
18031,Decatur County,IN,48.1,20235.0
39035,Cuyahoga County,OH,50.5,980955.0
35051,Sierra County,NM,46.9,9090.0
72083,Las Marias Municipio,PR,68.3,6505.0
12109,St. Johns County,FL,62.6,207481.0
05017,Chicot County,AR,46.0,7901.0
06111,Ventura County,CA,64.8,655095.0
21109,Jackson County,KY,29.3,10337.0
37183,Wake County,NC,64.5,849055.0
42055,Franklin County,PA,44.7,120801.0
17021,Christian County,IL,40.6,25804.0
35037,Quay County,NM,32.5,6488.0
13135,Gwinnett County,GA,28.9,687242.0
72041,Cidra Municipio,PR,55.1,31437.0
72077,Juncos Municipio,PR,51.4,31313.0
12107,Putnam County,FL,32.3,58753.0
48295,Lipscomb County,TX,0.0,2414.0
42051,Fayette County,PA,54.0,104556.0
17043,DuPage County,IL,65.6,715343.0
48313,Madison County,TX,0.0,11250.0
48047,Brooks County,TX,0.0,5143.0
36031,Essex County,NY,67.3,30977.0
20147,Phillips County,KS,42.7,4068.0
08045,Garfield County,CO,31.9,45076.0
37071,Gaston County,NC,40.8,174276.0
42069,Lackawanna County,PA,67.5,166709.0
21079,Garrard County,KY,44.2,13759.0
36055,Monroe County,NY,67.9,588835.0
21013,Bell County,KY,40.9,20570.0
55129,Washburn County,WI,62.4,12758.0
40049,Garvin County,OK,44.2,20882.0
19169,Story County,IA,57.6,81098.0
26021,Berrien County,MI,53.1,120265.0
21125,Laurel County,KY,35.2,46755.0
12129,Wakulla County,FL,37.6,26751.0
56025,Natrona County,WY,39.5,60737.0
36015,Chemung County,NY,54.8,65773.0
47013,Campbell County,TN,37.3,31754.0
56019,Johnson County,WY,39.8,6618.0
