FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
51195,Wise County,VA,26.4,30248.0
32510,Carson City,NV,64.7,44568.0
48089,Colorado County,TX,0.0,16553.0
19087,Henry County,IA,56.1,15666.0
02188,Northwest Arctic Borough,AK,66.0,4862.0
29021,Buchanan County,MO,38.2,67817.0
31017,Brown County,NE,37.9,2318.0
51590,Danville city,VA,0.5,31397.0
08061,Kiowa County,CO,40.8,1074.0
18111,Newton County,IN,32.2,11065.0
19143,Osceola County,IA,50.7,4579.0
28143,Tunica County,MS,47.2,6833.0
72151,Yabucoa Municipio,PR,66.4,26493.0
46063,Harding County,SD,18.4,988.0
40065,Jackson County,OK,51.4,18432.0
47053,Gibson County,TN,42.7,37332.0
27115,Pine County,MN,47.4,23896.0
38077,Richland County,ND,52.4,12641.0
20123,Mitchell County,KS,56.8,4619.0
47115,Marion County,TN,41.0,22831.0
51580,Covington city,VA,0.0,4388.0
13221,Oglethorpe County,GA,27.5,12099.0
06019,Fresno County,CA,59.4,717248.0
13227,Pickens County,GA,13.4,26138.0
42089,Monroe County,PA,59.0,137154.0
06045,Mendocino County,CA,65.9,68430.0
48177,Gonzales County,TX,0.0,15272.0
54057,Mineral County,WV,38.7,21550.0
05115,Pope County,AR,47.2,49561.0
46123,Tripp County,SD,36.8,4159.0
54091,Taylor County,WV,4.7,13397.0
36081,Queens County,NY,77.1,1802399.0
32003,Clark County,NV,55.0,1745917.0
26023,Branch County,MI,46.6,33521.0
28073,Lamar County,MS,57.6,47718.0
30029,Flathead County,MT,41.8,81238.0
01091,Marengo County,AL,43.1,14616.0
27031,Cook County,MN,79.2,4639.0
35053,Socorro County,NM,59.9,12945.0
28069,Kemper County,MS,39.7,7979.0
48377,Presidio County,TX,0.0,4905.0
29183,St. Charles County,MO,62.2,309726.0
50021,Rutland County,VT,68.1,47973.0
40041,Delaware County,OK,34.7,34428.0
31171,Thomas County,NE,25.0,559.0
48063,Camp County,TX,0.0,9646.0
47143,Rhea County,TN,42.6,25738.0
29151,Osage County,MO,40.4,10513.0
28095,Monroe County,MS,48.8,27316.0
55025,Dane County,WI,83.0,436427.0
31029,Chase County,NE,33.3,2952.0
21079,Garrard County,KY,48.5,13759.0
27091,Martin County,MN,57.3,15368.0
51185,Tazewell County,VA,31.1,32756.0
51079,Greene County,VA,3.5,15109.0
47111,Macon County,TN,30.7,18577.0
29005,Atchison County,MO,56.8,4106.0
12047,Hamilton County,FL,34.1,11684.0
04019,Pima County,AZ,65.5,831972.0
13081,Crisp County,GA,16.6,17021.0
55129,Washburn County,WI,65.3,12758.0
26005,Allegan County,MI,53.1,89983.0
29207,Stoddard County,MO,38.1,22705.0
72019,Barranquitas Municipio,PR,65.4,22753.0
21127,Lawrence County,KY,43.6,11681.0
56027,Niobrara County,WY,29.1,1943.0
72057,Guayama Municipio,PR,66.0,32388.0
20061,Geary County,KS,70.4,21927.0
36057,Montgomery County,NY,68.6,37941.0
48055,Caldwell County,TX,0.0,33513.0
48285,Lavaca County,TX,0.0,15467.0
37123,Montgomery County,NC,40.5,21266.0
13005,Bacon County,GA,11.3,8331.0
24039,Somerset County,MD,48.0,21284.0
26001,Alcona County,MI,55.8,9092.0
20035,Cowley County,KS,48.5,26742.0
20207,Woodson County,KS,42.6,2465.0
09009,New Haven County,CT,75.8,683540.0
32017,Lincoln County,NV,37.2,4161.0
31077,Greeley County,NE,44.0,1815.0
35015,Eddy County,NM,38.6,42946.0
19115,Louisa County,IA,54.2,8614.0
26089,Leelanau County,MI,81.1,18267.0
13133,Greene County,GA,43.8,14883.0
08001,Adams County,CO,67.0,382230.0
19051,Davis County,IA,42.6,6349.0
51570,Colonial Heights city,VA,1.0,13267.0
20115,Marion County,KS,47.9,9378.0
31105,Kimball County,NE,37.3,2865.0
37037,Chatham County,NC,56.0,59661.0
31109,Lancaster County,NE,67.6,246901.0
08017,Cheyenne County,CO,34.0,1367.0
15007,Kauai County,HI,0.0,56631.0
39057,Greene County,OH,54.9,134183.0
06005,Amador County,CA,47.9,33742.0
45001,Abbeville County,SC,39.5,19667.0
24009,Calvert County,MD,67.8,71215.0
09005,Litchfield County,CT,75.2,147960.0
06053,Monterey County,CA,68.3,321346.0
02105,Hoonah-Angoon Census Area,AK,71.2,1765.0
06067,Sacramento County,CA,64.2,1188937.0
17159,Richland County,IL,46.1,12011.0
31169,Thayer County,NE,50.3,3838.0
47173,Union County,TN,33.9,15673.0
20197,Wabaunsee County,KS,48.3,5339.0
38101,Ward County,ND,45.1,51571.0
26009,Antrim County,MI,59.4,19206.0
36085,Richmond County,NY,66.0,372457.0
20045,Douglas County,KS,59.4,100233.0
47149,Rutherford County,TN,50.4,250782.0
36001,Albany County,NY,73.1,249741.0
54099,Wayne County,WV,35.0,31468.0
55095,Polk County,WI,52.4,34771.0
13099,Early County,GA,15.5,7657.0
39035,Cuyahoga County,OH,54.4,980955.0
21059,Daviess County,KY,56.7,76860.0
48155,Foard County,TX,0.0,924.0
