FIPS,Deaths
01001,9
01003,34
01005,4
01007,7
01009,14
01011,1
01013,4
01015,23
01017,-1
01019,2
01021,6
01023,1
01025,2
01027,1
01029,0
01031,-1
01033,6
01035,5
01037,5
01039,11
01041,2
01043,7
01045,5
01047,2
01049,4
01051,6
01053,8
01055,16
01057,3
01059,3
01061,8
01063,1
01065,1
01067,0
01069,13
01071,6
01073,51
01075,4
01077,10
01079,11
01081,13
01083,14
01085,4
01087,1
01089,27
01091,3
01093,3
01095,10
01097,31
01099,1
01101,28
01103,23
80001,0
01105,0
01107,4
01109,2
01111,3
01113,4
01117,10
01115,14
01119,3
01121,13
01123,2
01125,24
90001,0
01127,9
01129,0
01131,-1
01133,7
02013,0
02016,1
02020,64
02050,0
02060,0
02164,1
02063,1
02066,1
02068,0
02070,2
02090,19
02100,0
02110,2
02122,8
02130,3
02150,1
02158,1
02170,39
02180,0
02185,2
02188,3
02195,0
02198,0
02220,0
02230,0
02240,2
90002,0
02261,0
02275,1
02282,1
02290,3
60,0
04001,24
04003,43
04005,22
04007,17
04009,13
04011,6
04012,3
04013,550
04015,58
04017,48
80004,0
04019,163
04021,85
04023,6
90004,0
04025,98
04027,18
05001,0
05003,-1
05005,9
05007,27
05009,4
05011,0
05013,0
05015,1
05017,2
05019,4
05021,4
05023,3
05025,1
05027,1
05029,2
05031,5
05033,6
05035,10
05037,3
05039,0
05041,0
05043,1
05045,5
05047,3
05049,4
05051,3
05053,0
05055,3
05057,2
05059,3
05061,4
05063,2
05065,0
05067,3
05069,0
05071,1
05073,1
05075,5
05077,3
05079,0
05081,7
05083,6
05085,0
05087,1
05089,5
05091,23
05093,12
05095,1
05097,1
05099,1
05101,2
05103,1
05105,1
05107,1
05109,2
05111,2
05113,2
05115,1
05117,0
05119,27
05121,6
05125,3
05127,2
05129,1
05131,16
05133,9
05135,3
05123,2
05137,2
90005,0
05139,5
05141,2
05143,13
05145,10
05147,0
05149,3
06001,85
06003,0
06005,2
06007,37
06009,6
06011,1
06013,22
06015,0
06017,12
06019,123
06021,3
06023,7
06025,7
06027,5
06029,135
06031,26
06033,4
06035,7
06037,538
06039,24
06041,2
06043,1
06045,9
06047,81
06049,0
06051,1
06053,38
06055,3
06057,14
06059,130
80006,0
06061,36
06063,0
06065,270
06067,117
06069,3
06071,185
06073,122
06075,8
06077,66
06079,18
06081,4
06083,21
06085,22
06087,3
06089,87
06091,0
06093,9
06095,11
06097,6
06099,60
06101,8
06103,16
06105,6
06107,101
06109,0
90006,0
06111,16
06113,7
06115,7
08001,84
08003,4
08005,59
08007,3
08009,1
08011,4
08013,23
08014,3
08015,6
08017,0
08019,1
08021,8
08023,2
08025,3
08027,4
08029,12
08031,70
08033,2
08035,18
08037,1
08041,147
08039,3
08043,36
08045,8
08047,0
08049,0
08051,0
08053,0
08055,2
08057,0
08059,78
08061,0
08063,1
08067,8
08065,0
08069,60
08071,5
08073,0
08075,10
08077,64
08079,0
08081,3
08083,11
08085,25
08087,10
08089,12
08091,1
80008,0
08093,3
08095,1
08097,1
08099,8
08101,92
08103,1
08105,8
08107,1
08109,1
08111,-1
08113,1
08115,2
08117,1
08119,13
90008,0
08121,5
08123,78
08125,0
09001,18
09003,40
09005,12
09007,6
