FIPS,Deaths
01001,4
01003,53
01005,4
01007,6
01009,5
01011,-1
01013,2
01015,19
01017,2
01019,1
01021,3
01023,0
01025,5
01027,1
01029,1
01031,13
01033,10
01035,5
01037,2
01039,17
01041,2
01043,13
01045,18
01047,4
01049,17
01051,17
01053,7
01055,19
01057,1
01059,8
01061,6
01063,3
01065,2
01067,0
01069,24
01071,6
01073,58
01075,0
01077,4
01079,-1
01081,11
01083,13
01085,1
01087,2
01089,19
01091,2
01093,4
01095,13
01097,166
01099,1
01101,13
01103,6
80001,0
01105,0
01107,1
01109,5
01111,9
01113,9
01117,20
01115,6
01119,2
01121,6
01123,5
01125,19
90001,0
01127,11
01129,3
01131,1
01133,4
02013,0
02016,0
02020,24
02050,0
02060,0
02164,0
02063,0
02066,0
02068,0
02070,0
02090,6
02100,0
02110,0
02122,7
02130,1
02150,0
02158,0
02170,6
02180,0
02185,0
02188,1
02195,0
02198,1
02220,1
02230,0
02240,2
90002,0
02261,0
02275,0
02282,0
02290,0
04001,14
04003,9
04005,9
04007,16
04009,1
04011,2
04012,3
04013,334
04015,57
04017,12
80004,0
04019,38
04021,20
04023,3
90004,0
04025,37
04027,8
05001,10
05003,2
05005,32
05007,69
05009,17
05011,2
05013,3
05015,7
05017,1
05019,4
05021,0
05023,7
05025,1
05027,3
05029,3
05031,18
05033,14
05035,11
05037,5
05039,1
05041,1
05043,4
05045,16
05047,6
05049,3
05051,54
05053,6
05055,13
05057,1
05059,18
05061,3
05063,13
05065,6
05067,3
05069,24
05071,9
05073,1
05075,2
05077,2
05079,6
05081,1
05083,8
05085,23
05087,5
05089,16
05091,2
05093,7
05095,2
05097,1
05099,3
05101,2
05103,3
05105,0
05107,12
05109,6
05111,9
05113,14
05115,19
05117,4
05119,96
05121,2
05125,26
05127,3
05129,2
05131,15
05133,7
05135,5
05123,6
05137,4
90005,0
05139,1
05141,8
05143,43
05145,27
05147,4
05149,2
06001,31
06003,0
06005,5
06007,9
06009,2
06011,0
06013,40
06015,3
06017,3
06019,46
06021,0
06023,0
06025,7
06027,1
06029,37
06031,11
06033,8
06035,1
06037,572
06039,2
06041,1
06043,3
06045,6
06047,23
06049,0
06051,0
06053,14
06055,5
06057,10
06059,79
06061,13
06063,0
06065,69
06067,127
06069,1
06071,108
06073,87
06075,19
06077,85
06079,20
06081,6
06083,14
06085,-310
06087,3
06089,5
06091,0
06093,2
06095,27
06097,23
06099,39
06101,9
06103,5
06105,0
06107,16
06109,10
90006,0
06111,38
06113,16
06115,4
08001,17
08003,1
08005,-9
08007,0
08009,1
08011,0
08013,2
08014,-1
08015,1
08017,1
08019,1
08021,2
08023,0
08025,1
08027,4
08029,6
08031,16
08033,0
08035,4
08037,5
08041,32
08039,1
08043,7
08045,5
08047,0
08049,0
08051,1
08053,0
08055,-1
08057,0
08059,20
08061,0
08063,2
08067,4
08065,0
08069,11
08071,2
08073,1
08075,0
08077,12
08079,0
08081,3
08083,1
08085,4
08087,0
08089,1
08091,1
80008,0
08093,1
08095,0
08097,0
08099,3
08101,9
08103,1
08105,2
08107,0
08109,0
08111,0
08113,1
08115,0
08117,1
08119,1
90008,0
08121,0
08123,5
08125,1
09001,15
09003,24
09005,1
09007,3
09009,17
09011,2
09013,2
90009,0
09015,1
10001,7
10003,29
10005,11
90010,0
88888,0
11001,10
12001,0
12003,0
12005,0
12007,0
12009,0
12011,0
12013,0
12015,0
12017,0
12019,0
12021,0
12023,0
12027,0
12029,0
12031,0
12033,0
12035,0
12037,0
12039,0
12041,0
12043,0
12045,0
12047,0
12049,0
12051,0
12053,0
12055,0
12057,0
12059,0
12061,0
12063,0
12065,0
12067,0
12069,0
12071,0
12073,0
12075,0
12077,0
12079,0
12081,0
12083,0
12085,0
12086,0
12087,0
12089,0
12091,0
12093,0
12095,0
12097,0
12099,0
12101,0
12103,0
12105,0
12107,0
12113,0
12115,0
12117,0
12109,0
12111,0
12119,0
12121,0
12123,0
90012,5474
12125,0
12127,0
12129,0
12131,0
12133,0
13001,3
13003,0
13005,5
13007,0
13009,8
13011,5
13013,7
13015,11
13017,1
13019,5
13021,29
13023,0
13025,8
13027,3
13029,1
13031,11
13033,3
13035,1
13037,1
13039,22
13043,2
13045,8
13047,1
13049,6
13051,37
13053,0
13055,1
13057,14
13059,4
13061,0
13063,32
13065,1
13067,52
13069,9
13071,4
13073,10
13075,4
13077,12
13079,2
13081,4
13083,1
13085,1
13089,28
13087,6
13091,3
13093,4
13095,13
13097,10
13099,3
13101,0
13103,9
13105,1
13107,2
13109,4
13111,3
13113,7
13115,7
13117,9
13119,4
13121,32
13123,4
13125,0
13127,50
13129,11
13131,6
13133,2
13135,31
13137,4
13139,16
13141,2
13143,2
13145,2
13147,3
13149,1
13151,18
13153,7
13155,0
13157,7
13159,1
13161,0
13163,0
13165,1
13167,0
13169,2
13171,7
13173,0
13175,13
13177,2
13179,7
13181,0
13183,0
13185,8
13187,2
13193,1
13195,1
13197,1
13189,2
13191,3
13199,2
13201,0
13205,4
13207,5
13209,2
13211,0
13213,2
13215,15
13217,5
13219,1
13221,1
80013,32
13223,10
13225,5
13227,3
13229,10
13231,3
13233,4
13235,3
13237,4
13239,0
13241,2
13243,1
13245,14
13247,9
13249,0
13251,3
13253,1
13255,7
13257,0
13259,1
13261,3
13263,3
13265,0
13267,11
13269,0
13271,1
13273,1
13275,14
13277,6
13279,6
13281,5
13283,3
13285,12
13287,0
13289,2
90013,0
13291,2
13293,3
13295,4
13297,6
13299,14
13301,0
13303,2
13305,8
13307,0
13309,0
13311,4
13313,10
13315,1
13317,0
13319,1
13321,3
99999,0
66,2
15001,1
15003,42
15007,1
15009,8
80015,0
90015,0
16001,25
16003,1
16005,9
16007,4
16009,0
16011,1
16013,0
16015,2
16017,3
16019,3
16021,2
16023,0
16025,0
16027,17
16029,0
16031,0
16033,0
16035,2
16037,0
16039,1
16041,2
16043,0
16045,4
16047,4
16049,0
16051,0
16053,3
16055,20
16057,5
16059,1
16061,1
16063,0
16065,0
16067,0
16069,5
16071,0
16073,0
16075,1
16077,0
16079,5
16081,0
16083,11
90016,0
16085,0
16087,2
17001,9
17003,0
17005,0
17007,1
17009,1
17011,-1
17013,0
17015,0
17017,0
17019,13
17021,3
17023,2
17025,1
17027,1
17029,3
17031,173
17033,1
17035,1
17039,1
17037,2
17041,0
17043,15
17045,0
17047,1
17049,3
17051,0
17053,2
17055,6
17057,3
17059,0
17061,2
17063,1
17065,1
17067,2
17069,0
17071,0
17073,1
17075,1
17077,6
17079,0
17081,3
17083,0
17085,0
17087,3
17089,12
17091,3
17093,3
17095,0
17099,11
17097,11
17101,2
17103,2
17105,0
17107,2
17115,6
17117,3
17119,17
17121,13
17123,0
17125,2
17127,1
17109,2
17111,4
17113,4
17129,0
17131,0
17133,2
17135,0
17137,1
17139,1
17141,0
80017,0
17143,5
17145,5
17147,0
17149,1
17151,0
17153,4
17155,1
17157,4
17159,9
17161,3
17165,3
17167,6
17169,0
17171,1
17173,2
17163,19
17175,1
17177,1
17179,8
90017,0
17181,0
17183,10
17185,1
17187,1
17189,1
17191,1
17193,1
17195,0
17197,22
17199,3
17201,9
17203,2
18001,5
18003,17
18005,3
18007,0
18009,1
18011,3
18013,2
18015,2
18017,3
18019,8
18021,2
18023,5
18025,2
18027,2
18033,4
18029,4
18031,1
18035,4
18037,1
18039,8
18041,3
18043,9
18045,2
18047,0
18049,3
18051,5
18053,5
18055,1
18057,5
18059,4
18061,2
18063,7
18065,7
18067,13
18069,4
18071,1
18073,3
18075,1
18077,3
18079,3
18081,9
18083,4
18085,3
18087,1
18091,4
18089,22
18093,8
18095,11
18097,61
18099,2
18101,0
18103,2
18105,7
18107,3
18109,8
18111,4
18113,6
18115,0
18117,1
18119,2
18121,2
18123,3
18125,1
18127,4
18129,2
18131,2
18133,3
18135,1
18137,0
18139,0
18143,1
18145,1
18147,1
18141,6
18149,1
18151,3
18153,4
18155,1
18157,6
18159,3
90018,10
18161,0
18163,12
18165,1
18167,6
18169,2
18171,0
18173,8
18175,6
18177,4
18179,0
18181,1
18183,3
19001,0
19003,0
19005,0
19007,0
19009,1
19011,1
19013,8
19015,0
19017,1
19019,1
19021,0
19023,1
19025,0
19027,0
19029,1
19031,1
19033,2
19035,1
19037,0
19039,0
19041,0
19043,0
19045,0
19047,2
19049,3
19051,0
19053,1
19055,0
19057,4
19059,1
19061,2
19063,0
19065,0
19067,0
19069,0
19071,0
19073,0
19075,1
19077,0
19079,1
19081,1
19083,1
19085,2
19087,2
19089,0
19091,0
19093,1
19095,0
19097,0
19099,0
19101,0
19103,2
19105,0
19107,0
19109,2
19111,5
19113,4
19115,0
19117,0
19119,0
19121,0
19123,0
19125,2
19127,0
19129,0
19131,0
19133,1
19135,0
19137,0
19139,1
19141,0
19143,0
19145,1
19147,0
19149,0
19151,0
19153,9
19155,2
19157,0
19159,2
19161,0
19163,2
19165,0
19167,0
19169,0
19171,0
19173,0
90019,0
19175,2
19177,0
19179,2
19181,0
19183,2
19185,0
19187,5
19189,0
19191,0
19193,1
19195,0
19197,0
20001,2
20003,1
20005,6
20007,1
20009,0
20011,5
20013,0
20015,7
20017,0
20019,1
20021,10
20023,0
20025,0
20027,1
20029,0
20031,1
20033,1
20035,7
20037,12
20039,0
20041,3
20043,2
20045,6
20047,0
20049,0
20051,1
20053,0
20055,4
20057,3
20059,4
20061,4
20063,1
20065,1
20067,3
20069,0
20071,0
20073,0
20075,0
20077,1
20079,2
20081,-1
20083,1
20085,1
20087,3
20089,0
20091,48
20093,0
20095,2
20097,0
20099,4
20101,0
20103,10
20105,0
20107,2
20109,1
20111,1
20115,0
20117,0
20113,2
20119,0
20121,5
20123,0
20125,5
20127,0
20129,0
20131,1
20133,7
20135,0
20137,0
20139,1
20141,0
20143,1
80020,0
20145,0
20147,0
20149,2
20151,1
20153,0
20155,3
20157,0
20159,1
20161,5
20163,0
20165,1
20167,1
20169,11
20171,0
20173,37
20175,1
20177,21
20179,0
20181,1
20183,0
20185,3
20187,0
20189,0
20191,0
20193,0
20195,0
90020,0
20197,1
20199,0
20201,0
20203,-1
20205,4
20207,3
20209,20
21001,4
21003,2
21005,1
21007,1
21009,4
21011,0
21013,4
21015,12
21017,1
21019,7
21021,2
21023,0
21025,2
21027,2
21029,10
21031,0
21033,1
21035,5
21037,3
21039,0
21041,0
21043,7
21045,2
21047,0
21049,0
21051,2
21053,1
21055,3
21057,1
21059,18
21061,0
21063,0
21065,0
21067,10
21069,2
21071,1
21073,5
21075,0
21077,1
21079,0
21081,3
21083,9
21085,2
21087,0
21089,1
21091,0
21093,16
21095,4
21097,1
21099,2
21101,6
21103,1
21105,0
21107,10
21109,5
21111,63
21113,3
21115,1
21117,7
21119,1
21121,2
21123,1
21125,5
21127,3
21129,0
21131,1
21133,6
21135,7
21137,3
21139,2
21141,3
21143,1
21151,3
21153,0
21155,2
21157,5
21159,2
21161,3
21145,3
21147,0
21149,2
21163,2
21165,0
21167,3
21169,0
21171,4
21173,5
21175,0
21177,6
21179,5
21181,1
21183,4
21185,1
21187,0
21189,0
21191,1
21193,4
21195,14
21197,2
21199,15
21201,0
21203,1
21205,0
21207,1
21209,1
21211,7
21213,1
21215,1
21217,3
21219,0
21221,1
21223,1
90021,0
21225,3
21227,6
21229,1
21231,2
21233,3
21235,3
21237,1
21239,1
22001,27
22003,1
22005,32
22007,6
22009,13
22011,7
22013,1
22015,26
22017,51
22019,45
22021,3
22023,1
22025,3
22027,1
22029,4
22031,16
22033,147
22035,0
22037,10
22039,9
22041,11
22043,7
22045,27
22047,13
22049,6
22051,86
22053,9
22059,3
22055,43
22057,42
22061,5
22063,67
22065,5
22067,12
22069,13
22071,76
22073,33
80022,0
22075,6
22077,4
22079,50
22081,4
22083,9
22085,3
22087,22
22089,16
22091,0
22093,8
22095,11
22097,27
22099,13
22101,40
22103,63
22105,90
22107,0
22109,34
90022,0
22111,5
22113,19
22115,21
22117,33
22119,7
22121,4
22123,2
22125,3
22127,5
23001,1
23003,5
23005,5
23007,1
23009,1
23011,3
23013,0
23015,0
80023,0
23017,1
23019,6
23021,0
23023,0
23025,1
90023,0
23027,1
23029,2
23031,4
24001,5
24003,13
24005,19
24510,14
24009,2
24011,4
24013,5
24015,3
24017,5
24019,1
24021,5
24023,0
24025,5
24027,6
24029,0
24031,14
24033,19
24035,5
24039,1
24037,5
24041,3
90024,35
24043,6
24045,9
24047,2
25001,5
25003,13
25005,22
25009,16
25011,2
25013,18
25015,3
25017,17
25021,11
25023,13
25025,10
90025,0
25027,17
26001,3
26003,0
26005,3
26007,1
26009,3
26011,1
26013,1
26015,4
26017,8
26019,2
26021,1
26023,4
26025,7
26027,1
26029,4
26031,5
26033,-1
26035,2
26037,3
26039,0
26041,0
26043,0
26045,2
26047,2
26049,21
26051,1
26053,0
26055,2
26057,1
26059,3
26061,1
26063,4
26065,14
26067,1
26069,3
26071,0
26073,1
26075,9
26077,11
26079,0
26081,19
26083,0
26085,0
26087,3
26089,1
26091,4
26093,9
26095,0
26097,0
26099,29
26101,3
26103,1
26105,2
26107,1
26109,1
26111,5
26113,2
26115,6
26117,2
26119,0
26121,3
26123,1
26125,34
26127,1
26129,1
26131,0
26133,0
26135,0
26137,0
26139,7
80026,0
26141,0
26143,0
26145,4
26151,1
26153,0
26155,2
26147,6
26149,1
26157,2
90026,0
26159,4
26161,3
26163,73
26165,0
27001,0
27003,7
27005,1
27007,5
27009,0
27011,0
27013,3
27015,2
27017,1
27019,1
27021,1
27023,1
27025,0
27027,0
27029,1
27031,0
27033,0
27035,1
27037,9
27039,0
27041,2
27043,2
27045,0
27047,3
27049,2
27051,0
27053,27
27055,0
27057,0
27059,1
27061,1
27063,0
27065,1
27067,2
27069,0
27071,0
27073,0
27075,0
27077,0
27079,2
27081,0
27083,0
27087,0
27089,1
27091,0
27085,0
27093,2
27095,2
27097,0
27099,0
27101,0
27103,1
27105,0
27107,0
27109,4
27111,2
27113,0
27115,0
27117,0
27119,3
27121,2
27123,13
27125,0
27127,0
27129,0
27131,1
27133,0
27135,0
27139,2
27141,2
27143,0
27137,5
27145,4
27147,2
27149,0
27151,0
27153,0
27155,0
90027,0
27157,1
27159,0
27161,0
27163,8
27165,1
27167,1
27169,0
27171,4
27173,0
28001,18
28003,6
28005,6
28007,6
28009,1
28011,6
28013,4
28015,4
28017,1
28019,2
28021,1
28023,1
28025,8
28027,5
28029,8
28031,4
28033,21
28035,42
28037,3
28039,9
28041,6
28043,6
28045,10
28047,66
28049,81
28051,6
28053,1
28055,0
28057,5
28059,40
28061,4
28063,3
28065,5
28067,22
28069,5
28071,6
28073,16
28075,25
28077,3
28079,5
28081,16
28083,8
28085,6
28087,11
28089,25
28091,9
28093,6
28095,13
28097,3
28099,8
28101,3
28103,1
28105,13
28107,2
28109,27
28111,6
28113,10
28115,11
28117,7
28119,1
28121,31
28123,9
28125,2
28127,13
28129,5
28131,9
28133,7
28135,3
28137,2
28139,7
28141,6
28143,3
90028,0
28145,5
28147,5
28149,17
28151,3
28153,15
28155,2
28157,1
28159,4
28161,5
28163,7
29001,5
29003,1
29005,0
29007,2
29009,5
29011,1
29013,3
29015,4
29017,0
29019,14
29021,12
29023,7
29025,2
29027,6
29029,13
29031,2
29033,0
29035,0
29037,11
29039,3
29041,0
29043,32
29045,2
29047,8
29049,5
29051,14
29053,4
29055,2
29057,0
29059,4
29061,1
29063,0
29065,6
29067,6
29069,2
29071,6
29073,0
29075,3
29077,82
29079,2
29081,0
29083,2
29085,1
29087,1
29089,1
29091,13
29093,3
29095,48
29097,38
29099,15
29101,3
29103,0
29105,22
29107,4
29109,5
29111,0
29113,1
29115,2
29117,8
29121,0
29123,1
29125,7
29127,4
29119,5
29129,0
29131,5
29133,2
29135,1
29137,0
29139,3
29141,7
29143,1
29145,19
29147,4
29149,1
29151,2
29153,4
29155,0
29157,2
29159,8
29161,23
29163,3
29165,1
29167,6
29169,5
29171,1
29173,1
29175,3
29177,4
29179,0
29181,2
29195,2
29197,0
29199,0
29201,4
29203,3
29205,0
29183,23
29185,1
29187,4
29189,62
29510,22
29186,2
29207,10
29209,7
29211,0
29213,23
29215,5
90029,0
29217,3
29219,3
29221,3
29223,1
29225,16
29227,0
29229,8
30001,1
30003,1
30005,0
30007,2
30009,3
30011,0
30013,5
30015,0
30017,0
30019,0
30021,0
30023,4
30025,1
30027,0
30029,10
30031,1
30033,1
30035,1
30037,0
30039,0
30041,1
30043,1
30045,0
30047,4
30049,2
30051,0
30053,13
30057,0
30055,0
30059,0
30061,4
30063,6
30065,0
30067,2
30069,0
30071,0
30073,0
