FIPS,Confirmed
45045,34169
45047,4830
45049,1228
45051,25034
45053,1668
45055,4841
45057,5977
45059,4693
45061,762
45063,22484
45067,2024
45069,1609
45065,388
45071,2749
45073,6499
45075,5147
45077,10025
45079,24169
45081,819
45083,22354
45085,6344
90045,0
45087,1753
45089,1672
45091,17499
46003,105
46005,530
46007,113
46009,190
46011,1182
46013,1745
46015,237
46017,39
46019,1010
46021,52
46023,534
46025,98
46027,402
46029,1390
46031,234
46033,624
46035,827
46037,160
46039,222
46041,570
46043,101
46045,155
46047,575
46049,69
46051,424
46053,200
46055,78
46057,286
46059,54
46061,83
46063,70
46065,868
46067,272
46069,74
46071,130
46073,38
46075,54
46077,148
46079,302
46081,1746
46083,2398
46085,163
46091,143
46087,196
46089,113
46093,2169
46095,83
46097,67
46099,8797
46101,209
46102,397
46103,8984
46105,108
46107,78
46109,307
46111,66
46115,236
46117,134
46119,47
46121,561
46123,162
46125,254
90046,0
46127,666
46129,190
46135,909
46137,120
47001,4790
47003,3033
47005,1315
47007,1442
47009,9123
47011,7739
47013,3403
47015,949
47017,2280
47019,4354
47021,2663
47023,1464
47025,2686
47027,453
47029,3110
47031,3982
47033,1379
47035,4855
47037,35299
47041,1511
47039,901
47043,3932
47045,2791
47047,2443
47049,1380
47051,3050
47053,4310
47055,2203
47057,1902
47059,6472
47061,1145
47063,4754
47065,21235
47067,680
47069,1672
47071,2126
47073,4823
47075,1214
47077,2122
47079,2411
47081,1927
47083,797
47085,1562
47087,797
47089,4032
47091,1564
47093,30560
47095,325
47097,2090
47099,3886
47101,991
47103,2497
47105,3362
47111,1958
47113,7004
47115,2779
47117,2826
47119,6441
47107,4292
47109,1999
47121,856
47123,4150
47125,13547
47127,456
47129,1445
47131,2347
80047,11366
47133,1913
47135,584
47137,364
47139,1203
47141,5767
47143,2771
47145,4108
47147,4657
47149,21041
47151,2598
47153,1380
47155,7376
47157,53024
47159,1485
47161,872
47163,11833
47165,11413
47167,4403
47169,741
90047,5200
47171,1229
47173,1521
47175,441
47177,3284
47179,8572
47181,1214
47183,2321
47185,2149
47187,13146
47189,9092
48001,2003
48003,1104
48005,5402
48007,1378
48009,512
48011,125
48013,2998
48015,1512
48017,202
48019,1071
48021,5110
48023,292
48025,1869
48027,17199
48029,109908
48031,544
48033,12
48035,794
48037,5992
48039,23574
48041,12680
48043,178
48045,78
48047,332
48049,2902
48051,926
48053,2818
48055,2977
48057,1628
48059,711
48061,26654
48063,812
48065,326
48067,2620
48069,402
48071,3923
48073,2736
48075,366
48077,568
48079,187
48081,223
48083,435
48085,43222
48087,103
48089,900
48091,9886
48093,820
48095,338
48097,1483
48099,3571
48101,51
48103,367
48105,218
48107,404
48109,45
48111,339
48113,114380
48115,473
48123,1083
48117,722
48119,322
48121,36418
48125,75
48127,1648
48129,233
48131,732
48133,872
48135,9358
48137,87
48141,26055
48139,11431
48143,2267
48145,524
48147,1588
48149,943
48151,140
48153,380
48155,61
48157,34768
48159,642
48161,902
48163,1257
48165,757
48167,26282
48169,260
48171,1106
48173,52
48175,225
48177,865
48179,1612
48181,5270
48183,8351
48185,1609
48187,10401
48189,2008
48191,114
48193,555
48195,263
48197,82
48199,4826
48201,193280
48203,4433
48205,306
48207,201
48209,13452
48211,130
48213,4116
48215,29314
48217,1391
48219,1631
48221,3384
48223,2407
48225,1249
48227,1238
48229,71
48231,5225
48233,1999
48235,67
48237,388
48239,972
48241,1647
48243,20
48245,12375
48247,297
48249,2980
48251,9601
48253,606
48255,2123
48257,8367
48259,2012
48261,23
48263,19
48265,2645
48267,183
48269,11
48271,171
48273,1735
48275,109
48283,331
48277,3171
48279,754
48281,1427
48285,751
48287,808
48289,864
48291,5342
48293,902
48295,110
48297,629
48299,1037
48301,6
48303,18966
48305,248
48313,559
48315,653
48317,220
48319,183
48321,2160
48323,2532
48307,380
48309,16051
48311,35
48325,2082
48327,135
48329,9441
48331,1282
48333,201
48335,402
48337,1064
48339,36860
48341,1193
48343,808
48345,57
48347,3398
48349,3129
48351,335
48353,1003
48355,23931
48357,459
48359,111
48361,5450
48363,1957
48365,1388
48367,9229
48369,313
48371,707
48373,2748
48375,7447
48377,97
48379,738
48381,8811
48383,234
48385,264
48387,734
48389,1980
48391,545
48393,45
48395,859
48397,6410
48399,452
48401,4231
48403,445
48405,331
48407,1646
48409,2880
48411,212
48413,126
48415,1097
48417,241
48419,1286
48421,82
48423,17074
48425,431
48427,2278
48429,488
48431,71
48433,77
48435,157
48437,664
48439,113631
48441,7864
48443,32
48445,555
48447,67
48449,2108
48451,6828
48453,39938
48455,895
48457,1173
90048,0
48459,2650
48461,256
48463,2828
48465,2856
48467,3985
48469,4507
48471,3029
48473,2506
48475,812
48477,1817
48479,13509
48481,2205
48483,269
48485,7356
48487,521
48489,1917
48491,33369
48493,3216
48495,565
48497,4285
48499,3251
48501,420
48503,831
48505,453
48507,703
49011,23012
49035,62818
49037,818
49043,2010
49045,6176
90049,733
49049,40516
49051,2074
50001,824
50003,2195
50005,1542
50007,5760
50009,479
50011,2150
50013,222
50015,826
50017,989
50019,2260
50021,3356
90050,30
50023,2507
50025,1516
50027,2326
78,4373
51001,1408
51003,2805
51510,3149
51005,940
51007,682
51009,1613
51011,936
51013,4394
51015,4979
51017,242
51019,4162
51021,457
51023,1655
51520,939
51025,555
51027,1415
51029,617
51530,526
51031,3191
51033,1726
51035,1726
51036,244
51037,532
51540,1510
51550,9136
51041,14263
51043,553
51570,1007
51580,191
51045,341
51047,2391
51049,272
51590,2134
51051,1035
51053,1378
51595,173
51057,570
51059,19120
51600,551
51610,293
51061,2887
51063,712
51065,1044
51067,2476
51620,545
51069,4613
51630,1101
51640,471
51071,1151
51073,1840
51075,753
51077,843
51079,1103
51081,395
51083,1344
51650,5250
51085,4500
51660,2039
51087,10907
51089,2548
51091,86
51670,1177
51093,1513
51095,2876
51099,1200
51101,919
51097,283
51103,375
51105,1501
51678,458
51107,8576
51109,1582
51111,443
51680,4400
51113,497
51683,975
51685,71
51690,635
51115,324
51117,1309
51119,417
51121,2868
51125,565
51127,1122
51700,7431
51710,7754
51131,383
51133,510
51720,373
51135,764
51137,1866
51139,1598
51141,945
51730,1323
51143,2985
51735,502
51740,4138
51145,1064
51147,876
51149,1806
51153,12491
51155,1810
51750,940
51157,289
51159,215
51760,8250
51161,4531
51770,4476
51163,773
51165,3108
51167,1889
51775,1632
51169,1617
51171,2654
51173,2297
51175,474
51177,6453
51179,5865
51790,1040
51800,3423
51181,212
51183,390
51185,2508
90051,0
51810,16050
51187,2512
51191,3275
51820,1428
51193,724
51830,456
51840,978
51195,2763
51197,2205
51199,2012
53001,1261
53003,1608
53005,15627
53007,5525
53009,4056
53011,22483
53013,272
53015,8651
53017,3070
53019,545
53021,8494
53023,138
53025,8317
53027,5619
53029,2799
53031,845
53033,70779
53035,10546
53037,2465
53039,1544
53041,6605
53043,1024
53045,3792
53047,3154
53049,1000
53051,933
53053,49526
53055,260
53057,7423
53059,537
53061,36052
53063,35798
53065,3295
53067,13853
90053,-23
53069,194
53071,4256
53073,9854
53075,1844
53077,15735
54001,1563
54003,8192
54005,2016
54007,1495
54009,1185
54011,7451
54013,789
54015,920
54017,867
54019,3421
54021,675
54023,1170
54025,2490
54027,1901
54029,1834
54031,1191
54033,6674
54035,2250
54037,2925
54039,11967
54041,2144
54043,1782
54045,2700
54049,4661
54051,2341
54053,1955
54047,1618
54055,4952
54057,2130
54059,2444
54061,5245
54063,1142
54065,1217
54067,2690
54069,2523
54071,534
54073,620
54075,601
54077,2997
54079,4719
54081,5799
54083,2972
54085,862
54087,1190
54089,738
54091,1379
54093,710
54095,764
90054,0
54097,2606
54099,2994
54101,922
54103,1494
54105,524
54107,6428
54109,1923
55001,1174
55003,764
55005,3692
55007,755
55009,16988
55011,886
55013,1203
55015,3155
55017,4841
55019,1853
55021,3142
55023,895
55025,16776
55027,5288
55029,1372
55031,2583
55033,3398
55035,6716
55037,211
55039,6632
55041,667
55043,2796
55045,1823
55047,1390
55049,978
55051,274
55053,1126
55055,3941
55057,1690
55059,8321
55061,1390
55063,6113
55065,713
55067,1401
55069,1617
55071,4886
55073,8903
55075,3519
55077,1074
55078,193
55079,46638
55081,2906
55083,2992
55085,2010
55087,11341
55089,4506
55091,440
55093,2625
55095,3815
55097,3684
55099,869
55101,10344
55103,1128
55105,7088
55107,1076
55111,3599
55113,1446
55115,2623
55117,6276
55109,6639
55119,1369
55121,1933
90055,0
55123,1542
55125,1057
55127,5155
55129,1241
55131,8826
55133,21123
55135,3372
55137,1614
55139,10014
55141,5144
56001,2579
56003,995
56005,4404
56007,1497
56009,1328
56011,566
56013,4264
56015,1438
56017,521
56019,640
56021,8457
56023,1576
56025,8322
56027,340
56029,2770
56031,915
56033,2714
56035,710
56037,3887
56039,1658
56041,1864
90056,0
56043,959
56045,543
